SAMPLE ID,,IGSN,SOURCE,DOI,TITLE,JOURNAL,MIN AGE,AGE,MAX AGE,MATERIAL,TYPE,COMPOSITION,ROCK NAME,LATITUDE,LONGITUDE,LOCPREC,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FeOT,MGO,CAO,NA2O,K2O,K_wt_percent,P2O5,MNO,LOI,H2O_PLUS,H2O_MINUS,H2O,Total,Mg_number,CR2O3,CR,LA,NIO,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,LI,BE,B,C,CO2,F,CL,SC,TI,V,CO,NI,ZN,CU,ZR,GA,BA,W,AU,HG,TA,SB,SE,SN,S,U,RE,I,P,Y,MO,PD,TE,PT,HF,IR,PB,IN,AG,TH,TL,AS,RB,CS,SR,BI,NB,OS,CD,N,RU,BR,GE
527413,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,45.94,0.15,3.61,8.50,,,7.65,22.80,11.64,0.23,0.38,0.32,0.01,0.20,,,,,92.61,84.16,,2220.00,3.96,,7.58,0.85,3.12,0.57,0.37,0.59,0.10,0.65,0.14,0.41,,0.39,0.06,,,,,,,,15.00,,69.00,85.00,1490.00,60.00,90.00,11.00,4.00,22.00,,,,0.02,,,0.50,,0.25,,,,4.00,,,,,0.30,,0.20,,,0.31,,,3.00,0.20,39.00,,0.80,,,,,,
R96I,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,42.52,2.20,10.68,,,14.52,14.52,19.37,2.29,0.62,0.07,0.06,1.55,0.22,,,,,92.49,70.40,,23.00,21.10,,66.60,11.00,57.30,17.30,1.75,23.90,4.63,39.60,11.40,44.20,,67.00,10.70,,,,,,,,,,124.00,,25.00,220.00,,592.00,34.00,45.00,,,,,,,,,,,,,279.00,,,,,,,14.00,,,,,,1.00,,9.00,,39.00,,,,,,
RJ10II,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,36.00,0.72,24.40,,,10.89,10.89,18.50,0.32,0.64,0.89,0.74,,,4.31,,,,92.36,75.18,,38.00,63.50,,130.00,12.70,52.10,10.70,1.95,10.90,1.80,10.20,2.05,6.30,,8.20,0.93,,,,,,,,10.00,,150.00,,35.00,220.00,,570.00,40.00,114.00,,,,,,,,,2.10,,,,45.00,,,,,,,2.00,,,11.40,,,27.00,,8.00,,1.00,,,,,,
527409,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,69.70,0.02,16.46,0.69,,,0.62,0.07,0.26,2.28,0.70,0.58,0.01,0.01,,,,,90.11,17.15,,10.00,7.26,,13.20,1.39,4.80,0.51,0.30,0.21,0.01,0.08,0.01,0.03,,0.03,0.00,,,,,,,,0.50,,11.00,0.50,10.00,15.00,5.00,2.00,18.00,2169.00,,,,0.03,,,0.50,,0.10,,,,0.25,,,,,0.05,,0.05,,,0.55,,,273.00,1.60,461.00,,2.30,,,,,,
M115645,,,GEOROC,10.1180/minmag.1983.047.344.01,THE GEOCHEMISTRY OF MAFIC AND ULTRAMAFIC ROCKS FROM THE ARCHEAN GREENSTONE BELTS OF SIERRA LEONE,MINERAL. MAG.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,9.50,-11.25,0.01,50.32,0.50,13.90,,11.65,,10.48,9.15,12.33,2.24,0.28,0.23,0.14,0.21,,,,,99.41,60.88,,261.00,,,,,,,,,,,,,,,,,,,,,,,,,,,132.00,71.00,,34.00,,40.00,,,,,,,,,,,,,13.00,,,,,,,,,,,,,3.00,,146.00,,,,,,,,
M115644,,,GEOROC,10.1180/minmag.1983.047.344.01,THE GEOCHEMISTRY OF MAFIC AND ULTRAMAFIC ROCKS FROM THE ARCHEAN GREENSTONE BELTS OF SIERRA LEONE,MINERAL. MAG.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,9.50,-11.25,0.01,46.89,0.87,15.27,,13.50,,12.15,8.43,10.60,3.02,0.51,0.42,0.16,0.22,,,,,97.96,55.30,,269.00,,,,,,,,,,,,,,,,,,,,,,,,,,,155.00,88.00,,47.00,,10.00,,,,,,,,,,,,,21.00,,,,,,,,,,,,,5.00,,140.00,,,,,,,,
Y6A,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,73.94,0.37,13.58,3.51,,,3.16,1.48,3.93,2.47,0.38,0.32,0.04,0.06,,,,,99.36,45.52,,50.00,,,,,4.70,,,,,,,,,,,,,,,,,,,,,,55.00,,,38.00,,,,,,,,,,,0.09,,,,,,,,,,,5.72,,,1.04,,,2.03,,116.00,,,,,,,,
Y7,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,73.94,0.37,13.58,3.51,,,3.16,1.48,3.93,2.47,0.38,0.32,0.04,0.06,,,,,99.36,45.52,,50.00,,,,,4.70,,,,,,,,,,,,,,,,,,,,,,55.00,,,38.00,,,,,,,,,,,0.09,,,,,,,,,,,5.72,,,1.04,,,2.03,,116.00,,,,,,,,
Y6_LEACHED,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,47.83,0.07,22.38,4.43,,,3.99,11.25,12.29,1.02,0.40,0.33,,0.10,,,,,99.32,83.42,,222.00,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,110.00,,,2.00,,,,,,,,,,,0.07,,,,,,,,,,,5.08,,,1.92,,,13.40,,44.80,,,,,,,,
Y6_RESIDUE20,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,47.83,0.07,22.38,4.43,,,3.99,11.25,12.29,1.02,0.40,0.33,,0.10,,,,,99.32,83.42,,222.00,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,110.00,,,2.00,,,,,,,,,,,0.07,,,,,,,,,,,5.08,,,1.92,,,13.40,,44.80,,,,,,,,
Y6,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,48.30,0.15,19.50,9.90,,,8.91,11.34,8.95,1.39,0.23,0.19,,0.20,,,,,98.97,69.42,,329.00,,,,,8.41,,,,,,,,,,,,,,,,,,,,,,188.00,,,27.00,,,,,,,,,,,0.02,,,,,,,,,,,7.47,,,0.24,,,3.66,,128.00,,,,,,,,
Y6_LEACHATE20,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,48.30,0.15,19.50,9.90,,,8.91,11.34,8.95,1.39,0.23,0.19,,0.20,,,,,98.97,69.42,,329.00,,,,,8.41,,,,,,,,,,,,,,,,,,,,,,188.00,,,27.00,,,,,,,,,,,0.02,,,,,,,,,,,7.47,,,0.24,,,3.66,,128.00,,,,,,,,
GN21-1,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,70.00,0.70,12.86,5.70,,,5.13,2.35,5.59,1.85,0.38,0.32,0.17,0.10,,,,,98.96,44.96,,60.00,,,,,21.41,,,,,,,,,,,,,,,,,,,,,,69.00,,,490.00,,,,,,,,,,,2.44,,,,,,,,,,,5.73,,,4.06,,,2.25,,110.00,,,,,,,,
GN21-10,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,70.00,0.70,12.86,5.70,,,5.13,2.35,5.59,1.85,0.38,0.32,0.17,0.10,,,,,98.96,44.96,,60.00,,,,,21.41,,,,,,,,,,,,,,,,,,,,,,69.00,,,490.00,,,,,,,,,,,2.44,,,,,,,,,,,5.73,,,4.06,,,2.25,,110.00,,,,,,,,
Y59,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,51.02,1.11,14.32,14.00,,,12.60,5.64,10.11,2.77,0.42,0.35,0.19,0.19,,,,,98.18,44.39,,132.00,,,,,,,,,,,,,,,,,,,,,,,,,,,138.00,,,164.00,,,,,,,,,,,0.15,,,,,,,,,,,3.72,,,2.90,,,2.63,,105.00,,,,,,,,
Y6,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,51.02,1.11,14.32,14.00,,,12.60,5.64,10.11,2.77,0.42,0.35,0.19,0.19,,,,,98.18,44.39,,132.00,,,,,,,,,,,,,,,,,,,,,,,,,,,138.00,,,164.00,,,,,,,,,,,0.15,,,,,,,,,,,3.72,,,2.90,,,2.63,,105.00,,,,,,,,
Y7,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,63.31,0.93,14.67,6.41,,,5.77,3.25,4.81,2.32,3.02,2.51,0.45,0.09,,,,,98.16,50.12,,60.00,,,,,187.65,,,,,,,,,,,,,,,,,,,,,,31.00,,,450.00,,,,,,,,,,,3.52,,,,,,,,,,,29.70,,,107.00,,,76.20,,103.60,,,,,,,,
GN11-1,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,63.31,0.93,14.67,6.41,,,5.77,3.25,4.81,2.32,3.02,2.51,0.45,0.09,,,,,98.16,50.12,,60.00,,,,,187.65,,,,,,,,,,,,,,,,,,,,,,31.00,,,450.00,,,,,,,,,,,3.52,,,,,,,,,,,29.70,,,107.00,,,76.20,,103.60,,,,,,,,
Y6_RESIDUE60,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,50.00,1.05,13.34,17.80,,,16.02,5.43,9.01,2.20,0.40,0.33,0.10,0.35,,,,,97.80,37.67,,103.00,,,,,15.57,,,,,,,,,,,,,,,,,,,,,,94.00,,,60.00,,,,,,,,,,,0.16,,,,,,,,,,,8.91,,,1.64,,,1.09,,124.00,,,,,,,,
Y60,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,50.00,1.05,13.34,17.80,,,16.02,5.43,9.01,2.20,0.40,0.33,0.10,0.35,,,,,97.80,37.67,,103.00,,,,,15.57,,,,,,,,,,,,,,,,,,,,,,94.00,,,60.00,,,,,,,,,,,0.16,,,,,,,,,,,8.91,,,1.64,,,1.09,,124.00,,,,,,,,
Y62,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,50.29,0.64,3.40,40.78,,,36.69,3.24,0.89,,0.15,0.12,0.17,0.21,,,,,95.51,13.60,,286.00,,,,,16.52,,,,,,,,,,,,,,,,,,,,,,46.00,,,,,,,,,,,,,,,,,,,,,,,,,2.76,,,,,,0.31,,6.77,,,,,,,,
Y61,,,,,"SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA",Nature,,Archean,,Metamorphic,Unknown,Unknown,Granulite,,,,50.29,0.64,3.40,40.78,,,36.69,3.24,0.89,,0.15,0.12,0.17,0.21,,,,,95.51,13.60,,286.00,,,,,16.52,,,,,,,,,,,,,,,,,,,,,,46.00,,,,,,,,,,,,,,0.23,,,,,,,,,,,2.76,,,2.38,,,0.31,,6.77,,,,,,,,
MS-11,,,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,71.42,0.17,14.83,0.79,,2.38,3.09,0.54,3.60,3.60,1.99,1.65,0.14,0.03,0.15,,,,99.27,23.75,,15.00,,,,,,,,,,,,,,,,19.00,,,,,,,2.00,,20.00,3.00,2.00,,7.00,150.00,13.00,1300.00,,,,,,,,,,,,,,,,,,,,28.00,,,,,,21.00,,410.00,,,,,,,,
MS-16,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,57.96,0.92,16.03,2.20,,6.61,8.59,3.47,6.62,4.25,1.06,0.88,0.20,0.11,0.08,,,,99.01,41.87,,28.00,,,,,,,,,,,,,,,,15.00,,,,,,,,,220.00,22.00,32.00,70.00,130.00,100.00,26.00,400.00,,,,,,,,,,,,,,,,,,,,14.00,,,,,,73.00,,250.00,,,,,,,,
MG2,,,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,68.15,0.45,15.94,0.52,,4.23,4.70,1.44,2.41,4.27,1.46,1.21,0.10,0.07,0.36,,,,98.89,35.34,,35.00,,,,,,,,,,,,,,,,24.00,,,,,,,8.00,,55.00,8.00,20.00,70.00,18.00,240.00,20.00,190.00,,,,,,,,,,,,,,,,,,,,25.00,,,,,,21.00,,150.00,,20.00,,,,,,
MS-7,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,64.17,0.40,15.43,1.24,,4.67,5.79,3.39,4.56,4.27,0.73,0.61,0.21,0.08,0.36,,,,98.82,51.09,,140.00,,,,,,,,,,,,,,,,7.80,,,,,,,8.00,,55.00,17.00,62.00,90.00,42.00,130.00,18.00,400.00,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,420.00,,,,,,,,
MS-4,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,58.61,0.62,16.43,1.84,,5.53,7.19,4.15,7.26,3.67,0.70,0.58,0.15,0.15,0.01,,,,98.78,50.73,,35.00,,,,,,,,,,,,,,,,7.60,,,,,,,20.00,,250.00,34.00,24.00,,49.00,140.00,,240.00,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,550.00,,,,,,,,
MS-3,,,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,71.20,0.14,14.61,0.66,,1.78,2.37,0.45,2.39,3.30,4.25,3.53,,0.02,0.51,,,,98.73,25.26,,29.00,,,,,,,,,,,,,,,,4.30,,,,,,,7.00,,20.00,4.00,30.00,,20.00,90.00,17.00,680.00,,,,,,,,,,,,,,,,,,,,32.00,,,,,,69.00,,140.00,,,,,,,,
MS-17,,,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,65.45,0.71,14.41,,,5.53,5.53,2.36,4.02,3.54,2.59,2.15,0.20,0.09,0.52,,,,98.70,43.21,,100.00,,,,,,,,,,,,,,,,14.00,,,,,,,15.00,,150.00,17.00,32.00,60.00,15.00,200.00,25.00,630.00,,,,,,,,,,,,,,,,,,,,15.00,,,,,,32.00,,330.00,,21.00,,,,,,
MS-16,,,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,62.67,0.59,14.78,2.27,,5.96,8.00,3.26,3.53,3.10,2.64,2.19,0.17,0.08,0.10,,,,98.65,42.07,,94.00,,,,,,,,,,,,,,,,9.30,,,,,,,16.00,,100.00,11.00,33.00,30.00,23.00,100.00,17.00,940.00,,,,,,,,,,,,,,,,,,,,18.00,,,,,,63.00,,200.00,,,,,,,,
MS-15,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,56.73,0.36,20.07,1.73,,3.95,5.51,3.11,6.67,5.00,1.09,0.90,0.09,0.06,0.64,,,,98.60,50.17,,90.00,,,,,,,,,,,,,,,,8.00,,,,,,,21.00,,59.00,18.00,47.00,50.00,32.00,180.00,27.00,820.00,,,,,,,,,,,,,,,,,,,,14.00,,,,,,,,560.00,,,,,,,,
MS-17,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,61.73,0.72,16.82,0.05,,5.34,5.38,3.43,4.90,3.98,1.53,1.27,0.20,0.09,0.38,,,,98.58,53.18,,80.00,,,,,,,,,,,,,,,,6.40,,,,,,,17.00,,100.00,19.00,30.00,60.00,6.00,290.00,,450.00,,,,,,,,,,,,,,,,,,,,14.00,,,,,,14.00,,680.00,,,,,,,,
MS-15,,,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,58.80,0.58,14.80,1.42,,6.64,7.92,3.34,6.69,3.67,2.65,2.20,0.24,0.13,0.10,,,,98.58,42.93,,69.00,,,,,,,,,,,,,,,,23.00,,,,,,,17.00,,210.00,27.00,24.00,40.00,33.00,140.00,,670.00,,,,,,,,,,,,,,,,,,,,190.00,,,,,,26.00,,380.00,,,,,,,,
MG1,,,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,63.80,0.76,15.60,0.07,,6.88,6.94,3.95,1.01,2.23,4.16,3.45,0.13,0.09,0.72,,,,98.54,50.36,,92.00,,,,,,,,,,,,,,,,16.00,,,,,,,22.00,,150.00,20.00,14.00,30.00,18.00,230.00,35.00,650.00,,,,,,,,,,,,,,,,,,,,28.00,,,,,,92.00,,250.00,,35.00,,,,,,
MS-2,,,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,68.01,0.34,15.41,0.91,,2.44,3.26,0.93,3.47,4.20,2.83,2.35,0.13,0.06,0.50,,,,98.51,33.72,,14.00,,,,,,,,,,,,,,,,11.00,,,,,,,,,30.00,5.00,14.00,30.00,8.00,160.00,33.00,1200.00,,,,,,,,,,,,,,,,,,,,26.00,,,,,,46.00,,370.00,,,,,,,,
MS-6,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,63.92,0.91,15.66,2.21,,3.79,5.78,2.30,4.65,4.22,0.99,0.82,0.17,0.06,0.62,,,,98.49,41.51,,45.00,,,,,,,,,,,,,,,,6.80,,,,,,,12.00,,80.00,14.00,36.00,80.00,13.00,230.00,22.00,390.00,,,,,,,,,,,,,,,,,,,,16.00,,,,,,,,280.00,,7.00,,,,,,
MS-8,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,67.39,0.47,16.89,0.84,,2.32,3.08,1.14,4.17,4.52,0.78,0.65,0.06,0.03,0.40,,,,98.47,39.79,,50.00,,,,,,,,,,,,,,,,,,,,,,,23.00,,28.00,10.00,13.00,90.00,50.00,190.00,21.00,330.00,,,,,,,,,,,,,,,,,,,,24.00,,,,,,,,690.00,,,,,,,,
MS-9,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,71.11,0.30,14.00,0.46,,2.07,2.48,1.51,4.68,3.00,1.28,1.06,0.11,0.03,0.74,,,,98.39,52.01,,90.00,,,,,,,,,,,,,,,,32.00,,,,,,,,,30.00,6.00,19.00,,10.00,120.00,20.00,200.00,,,,,,,,,,,,,,,,,,,,15.00,,,,,,16.00,,300.00,,10.00,,,,,,
MS-1,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,48.95,1.07,13.80,3.60,,9.83,13.07,7.24,11.14,2.40,0.43,0.36,0.08,0.22,0.26,,,,98.32,49.69,,62.00,,,,,,,,,,,,,,,,31.00,,,,,,,,,410.00,62.00,64.00,150.00,140.00,,30.00,120.00,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,90.00,,21.00,,,,,,
MS-1,,,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,64.55,0.51,18.19,0.80,,2.59,3.31,1.50,4.37,4.56,1.17,0.97,0.17,0.08,0.66,,,,98.24,44.69,,22.00,,,,,,,,,,,,,,,,17.00,,,,,,,4.00,,68.00,16.00,18.00,40.00,71.00,110.00,46.00,330.00,,,,,,,,,,,,,,,,,,,,24.00,,,,,,,,310.00,,,,,,,,
MB3,,,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,60.00,0.60,17.50,1.35,,5.90,7.11,3.53,4.10,3.74,1.49,1.24,0.18,0.10,0.59,,,,98.17,46.94,,70.00,,,,,,,,,,,,,,,,29.00,,,,,,,14.00,,180.00,25.00,30.00,60.00,61.00,210.00,,430.00,,,,,,,,,,,,,,,,,,,,20.00,,,,,,23.00,,280.00,,,,,,,,
MS-13,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,48.85,1.14,13.68,3.36,,8.97,11.99,7.51,11.35,2.92,0.58,0.48,0.12,0.15,0.38,,,,98.17,52.75,,61.00,,,,,,,,,,,,,,,,,,,,,,,51.00,,200.00,38.00,44.00,12.00,90.00,90.00,21.00,180.00,,,,,,,,,,,,,,,,,,,,13.00,,,,,,,,300.00,,7.00,,,,,,
MS-3,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,53.13,0.72,15.31,2.98,,7.60,10.28,5.83,8.58,3.67,0.50,0.42,0.09,0.15,0.48,,,,98.17,50.27,,160.00,,,,,,,,,,,,,,,,6.40,,,,,,,,,260.00,33.00,76.00,120.00,50.00,50.00,19.00,200.00,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,190.00,,,,,,,,
MS-11,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,48.71,0.42,5.80,2.15,,11.92,13.85,18.99,8.94,0.76,0.50,0.42,0.04,0.19,0.71,,,,98.16,70.96,,240.00,,,,,,,,,,,,,,,,14.00,,,,,,,,,180.00,57.00,840.00,170.00,38.00,50.00,14.00,420.00,,,,,,,,,,,,,,,,,,,,25.00,,,,,,19.00,,50.00,,7.00,,,,,,
MS-12,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,49.87,0.63,12.35,1.53,,10.18,11.56,12.27,8.97,1.95,0.36,0.30,0.06,0.20,0.75,,,,98.16,65.43,,800.00,,,,,,,,,,,,,,,,15.00,,,,,,,14.00,,170.00,45.00,210.00,60.00,15.00,40.00,10.00,160.00,,,,,,,,,,,,,,,,,,,,9.00,,,,,,,,110.00,,14.00,,,,,,
MS-14,,metased,,,Plagiogneisses and metabasites. Archean of the Anabar shield and Problems of the Early Evolution of the Earth. M. S. Markov. ,"Nauka, Moscow: 8-31.",,Archean,,Metamorphic,Unknown,Unknown,Granulite,70.00,110.00,,52.23,0.31,15.28,2.44,,6.55,8.75,7.49,9.09,3.80,1.00,0.83,0.04,0.17,0.73,,,,98.12,60.43,,580.00,,,,,,,,,,,,,,,,13.00,,,,,,,22.00,,180.00,39.00,330.00,40.00,22.00,30.00,24.00,170.00,,,,,,,,,,,,,,,,,,,,21.00,,,,,,,,220.00,,,,,,,,
