SAMPLE ID,SOURCE,DOI,TITLE,JOURNAL,MIN AGE,AGE,MAX AGE,MATERIAL,TYPE,COMPOSITION,ROCK NAME,LATITUDE,LONGITUDE,LOCPREC,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FeOT,MGO,CAO,NA2O,K2O,K_wt_percent,P2O5,MNO,LOI,H2O_PLUS,H2O_MINUS,H2O,Total,Mg_number,CR2O3,CR,LA,NIO,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,LI,BE,B,C,CO2,F,CL,SC,TI,V,CO,NI,ZN,CU,ZR,GA,BA,W,AU,HG,TA,SB,SE,SN,S,U,RE,I,P,Y,MO,PD,TE,PT,HF,IR,PB,IN,AG,TH,TL,AS,RB,CS,SR,BI,NB,OS,CD,N,RU,BR,GE
KEC-80-DB-D1,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,46.25,0.86,14.57,,,,12.83,10.94,12.96,1.12,0.4,0.332,0.04,0.24,,,,,100.17,60.32,,437,5,,14,,,,,,,,,,,,,,,,,,,,,,305,,229,100,,46,13,215,,,,,,,,,0,,,,16.9,,,,,,,5,,,0,,,13.1,,94,,12,,,,,,
KEC-81-8,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,47.47,0.89,15.61,,,,10.61,10.08,12.3,2.17,0.84,0.6972,0.04,0.19,,,,,100.16,62.88,,363,0,,24,,,,,,,,,,,,,,,,,,,,,,346,,204,81,,32,15,277,,,,,,,,,0,,,,17,,,,,,,4,,,0,,,27,,165,,17,,,,,,
KEC86-15,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,46.17,0.68,15.83,,,,10.49,15.9,9.49,0.91,0.47,0.3901,0.07,0.21,,,,,100.15,72.99,,494,2,,28,,,,,,,,,,,,,,,,,,,,,,200,,416,55,,32,13,272,,,,,,,,,0,,,,14.7,,,,,,,5,,,0,,,11.1,,124,,13,,,,,,
KEC-86-72A,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,42.8,0.84,17.25,,,,17.6,7.9,11.78,1.14,0.45,0.3735,0.04,0.38,,,,,100.14,44.45,,247,5,,11,,,,,,,,,,,,,,,,,,,,,,299,,268,88,,55,15,305,,,,,,,,,0,,,,37.2,,,,,,,7,,,0,,,17.9,,195,,23,,,,,,
KEC81-3,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,45.38,0.77,16.95,,,,10.48,9.24,15.16,1.8,0.19,0.1577,0.1,0.16,,,,,100.13,61.12,,328,6,,15,,,,,,,,,,,,,,,,,,,,,,334,,248,76,,32,17,1260,,,,,,,,,0,,,,13,,,,,,,5,,,0,,,5.8,,479,,19,,,,,,
KEC-81-7,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,45.49,0.9,15.51,,,,11.74,12.96,11.51,1.42,0.38,0.3154,0.08,0.21,,,,,100.12,66.31,,975,9,,33,,,,,,,,,,,,,,,,,,,,,,241,,324,64,,81,14,168,,,,,,,,,0,,,,23.1,,,,,,,6,,,0,,,10.5,,117,,29,,,,,,
KEC86-107,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,44.52,0.37,20.15,,,,6.45,20.15,7.37,0.36,0.44,0.3652,0.07,0.27,,,,,100.08,84.78,,2242,6,,33,,,,,,,,,,,,,,,,,,,,,,183,,210,15,,33,10,143,,,,,,,,,0,,,,14.1,,,,,,,2,,,0,,,8.5,,92,,18,,,,,,
KEC86-73A,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,47.83,0.44,14.53,,,,7.77,17.65,9.9,1.33,0.33,0.2739,0.04,0.24,,,,,100.02,80.20,,2271,6,,27,,,,,,,,,,,,,,,,,,,,,,251,,162,26,,38,11,258,,,,,,,,,0,,,,23.6,,,,,,,3,,,0,,,7.6,,113,,10,,,,,,
KEC-86-73B,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,48.32,0.33,13.38,,,,6.48,18.38,10.87,1.3,0.68,0.5644,0.04,0.22,,,,,99.96,83.49,,1874,10,,49,,,,,,,,,,,,,,,,,,,,,,250,,305,16,,38,8,656,,,,,,,,,0,,,,18.9,,,,,,,4,,,0,,,10.5,,325,,30,,,,,,
KEC81-4,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,48.53,0.7,12.63,,,,13.07,12.56,10.4,1.59,0.23,0.1909,0.04,0.23,,,,,99.94,63.14,,584,4,,17,,,,,,,,,,,,,,,,,,,,,,254,,387,104,,29,14,84,,,,,,,,,0,,,,22,,,,,,,6,,,0,,,4,,76,,7,,,,,,
KEC-81-18,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,48.9,0.78,12.36,,,,11.44,12.01,11.62,1.48,1.04,0.8632,0.04,0.21,,,,,99.84,65.18,,386,7,,19,,,,,,,,,,,,,,,,,,,,,,295,,147,82,,55,12,425,,,,,,,,,0,,,,15.7,,,,,,,5,,,0,,,29.3,,120,,16,,,,,,
KEC86-71A,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,46.33,0.59,18.37,,,,11.27,10.08,11.15,1.21,0.58,0.4814,0.08,0.22,,,,,99.8,61.46,,494,5,,18,,,,,,,,,,,,,,,,,,,,,,207,,131,71,,38,14,918,,,,,,,,,0,,,,22.1,,,,,,,3,,,0,,,14.8,,117,,17,,,,,,
KEC-81-AB-11,GEOROC,10.1007/BF01041749,"PETROCHEMISTRY OF ECLOGITES FROM THE KOIDU KIMBERLITE COMPLEX, SIERRA LEONE",CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,8.6311,-10.9652,0.01,47.84,0.39,12.96,,,,4.97,19.51,10.8,2.55,0.42,0.3486,0.06,0.19,,,,,99.63,87.50,,2356,27,,77,,,,,,,,,,,,,,,,,,,,,,232,,861,19,,95,11,240,,,,,,,,,0,,,,26.4,,,,,,,6,,,0,,,3.1,,404,,45,,,,,,
JJG 522,GEOROC,10.1007/BF00375519,PYROPE-SPINEL (ALKREMITE) XENOLITHS FROM KIMBERLITE,CONTRIB. MINERAL. PETROL.,,,,XENOLITH,UNKNOWN,UNKNOWN,ECLOGITE,-28.4917,25.5603,0.01,42.3,0.1,24.3,,,,7.2,21.32,4.4,0.06,,0,,0.2,,,,,99.88,84.07,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPARI-CC-7633,PETDB,10.1016/0012-821X(88)90108-2,"LOWER CRUSTAL EVOLUTION UNDER CENTRAL ARIZONA:  Sr, Nd, AND Pb ISOTOPIC AND GEOCHEMICAL EVIDENCE FROM THE MAFIC XENOLITHS OF CAMP CREEK",EARTH PLANET. SCI. LETT.,,,,XENOLITH,,,ECLOGITE,33,-111,1,52.1,0.18,4.2,,6.63,,5.96037,14.7,21,0.74,0.07,0.0581,0.01,0.14,,,,,99.09037,81.47,,659,,,,,,,,,,,,,,,,,,,,,,,62.6,,275,67.1,615,54.7,355,14.7,,43.9,,,,,,,,,,,,,5.85,,,,,,,,,,,,,,,61.8,,,,,,,,
ESPARI-CC-7514,PETDB,10.1016/0012-821X(88)90108-2,"LOWER CRUSTAL EVOLUTION UNDER CENTRAL ARIZONA:  Sr, Nd, AND Pb ISOTOPIC AND GEOCHEMICAL EVIDENCE FROM THE MAFIC XENOLITHS OF CAMP CREEK",EARTH PLANET. SCI. LETT.,,,,XENOLITH,,,ECLOGITE,33,-111,1,47.9,1.41,7.29,,12,,10.788,12.3,18,0.72,0.04,0.0332,0.07,0.16,,,,,98.608,67.03,,300,,,,,,,,,,,,,,,,,,,,,,,29.7,,534,40.8,106,130,58.5,98.2,,15,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,138,,,,,,,,
ESPARI-CC-7591,PETDB,10.1016/0012-821X(88)90108-2,"LOWER CRUSTAL EVOLUTION UNDER CENTRAL ARIZONA:  Sr, Nd, AND Pb ISOTOPIC AND GEOCHEMICAL EVIDENCE FROM THE MAFIC XENOLITHS OF CAMP CREEK",EARTH PLANET. SCI. LETT.,,,,XENOLITH,,,ECLOGITE,33,-111,1,45.2,0.87,14,,13,,11.687,12.5,13.1,0.82,0.05,0.0415,0.03,0.26,,,,,98.487,65.60,,227,,,,,,,,,,,,,,,,,,,,,,,60.4,,368,162,139,92.5,32,64.7,,11.4,,,,,,,,,,,,,47.3,,,,,,,,,,,,,,,59.6,,,,,,,,
ESPARI-CC-7552,PETDB,10.1016/0012-821X(88)90108-2,"LOWER CRUSTAL EVOLUTION UNDER CENTRAL ARIZONA:  Sr, Nd, AND Pb ISOTOPIC AND GEOCHEMICAL EVIDENCE FROM THE MAFIC XENOLITHS OF CAMP CREEK",EARTH PLANET. SCI. LETT.,,,,XENOLITH,,,ECLOGITE,33,-111,1,45.3,0.86,13.8,,12.2,,10.9678,14.5,12,0.68,0.1,0.083,0.02,0.19,,,,,98.3978,70.21,,810,,,,,,,,,,,,,,,,,,,,,,,57.7,,315,56.8,149,114,17.4,26.7,,37.7,,,,,,,,,,,,,17.8,,,,,,,,,,,,,,,66,,,,,,,,
ESPARI-CC-7600,PETDB,10.1016/0012-821X(88)90108-2,"LOWER CRUSTAL EVOLUTION UNDER CENTRAL ARIZONA:  Sr, Nd, AND Pb ISOTOPIC AND GEOCHEMICAL EVIDENCE FROM THE MAFIC XENOLITHS OF CAMP CREEK",EARTH PLANET. SCI. LETT.,,,,XENOLITH,,,ECLOGITE,33,-111,1,50.7,0.66,5.68,,8.59,,7.72241,13.5,19,0.84,0.15,0.1245,0.02,0.14,,,,,98.39241,75.71,,467,,,,,,,,,,,,,,,,,,,,,,,47.5,,405,34.9,97.8,97.2,117,34.6,,20.2,,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,68.1,,,,,,,,
ESPARI-CC-7503,PETDB,10.1016/0012-821X(88)90108-2,"LOWER CRUSTAL EVOLUTION UNDER CENTRAL ARIZONA:  Sr, Nd, AND Pb ISOTOPIC AND GEOCHEMICAL EVIDENCE FROM THE MAFIC XENOLITHS OF CAMP CREEK",EARTH PLANET. SCI. LETT.,,,,XENOLITH,,,ECLOGITE,33,-111,1,41.9,0.8,19.3,,15.6,,14.0244,9.51,11.9,0.41,0.16,0.1328,0.01,0.33,,,,,98.3344,54.73,,40.7,,,,,,,,,,,,,,,,,,,,,,,59,,518,48.6,21,108,40.7,34.4,,33.6,,,,,,,,,,,,,58.8,,,,,,,,,,,,,,,35.9,,,,,,,,
ESPARI-CC-7557,PETDB,10.1016/0012-821X(88)90108-2,"LOWER CRUSTAL EVOLUTION UNDER CENTRAL ARIZONA:  Sr, Nd, AND Pb ISOTOPIC AND GEOCHEMICAL EVIDENCE FROM THE MAFIC XENOLITHS OF CAMP CREEK",EARTH PLANET. SCI. LETT.,,,,XENOLITH,,,ECLOGITE,33,-111,1,41.7,1.87,18.2,,17.3,,15.5527,7.17,12.2,1.08,0.18,0.1494,0.02,0.16,,,,,98.1127,45.11,,75.2,,,,,,,,,,,,,,,,,,,,,,,43.2,,507,161,113,112,78.5,42.9,,26.1,,,,,,,,,,,,,14.3,,,,,,,,,,,,,,,145,,,,,,,,
ESPARI-CC-7541,PETDB,10.1016/0012-821X(88)90108-2,"LOWER CRUSTAL EVOLUTION UNDER CENTRAL ARIZONA:  Sr, Nd, AND Pb ISOTOPIC AND GEOCHEMICAL EVIDENCE FROM THE MAFIC XENOLITHS OF CAMP CREEK",EARTH PLANET. SCI. LETT.,,,,XENOLITH,,,ECLOGITE,33,-111,1,44.7,0.89,5.03,,8.9,,8.0011,9.52,25.4,1.1,0.1,0.083,5.25,0.12,,,,,94.8611,67.96,,17.3,,,,,,,,,,,,,,,,,,,,,,,12.3,,116,26.5,13.8,87.6,21.5,75.3,,15.4,,,,,,,,,,,,,27.9,,,,,,,,,,,,,,,276,,,,,,,,
HELMCOL-ME-1,PETDB,,"ECLOGITE-FACIES ULTRAMAFIC XENOLITHS FROM COLORADO PLATEAU DIATREME BRECCIAS:  COMPARISON WITH ECLOGITES IN CRUSTAL ENVIRONMENTS, EVALUATION OF THE SUBDUCTION HYPOTHESIS, AND IMPLICATIONS FOR ECLOGITE XENOLITHS FROM DIAMONDIFEROUS KIMBERLITES",ECLOGITES AND ECLOGITE FACIES ROCKS,,,,XENOLITH,,,ECLOGITE,37.178,-109.721,0.01,54.13,0.45,13.51,9.65,,,8.67535,5.99,9.68,6.37,0.04,0.0332,,0.19,,,,,99.03535,55.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELMCOL-12-83-2,PETDB,,"ECLOGITE-FACIES ULTRAMAFIC XENOLITHS FROM COLORADO PLATEAU DIATREME BRECCIAS:  COMPARISON WITH ECLOGITES IN CRUSTAL ENVIRONMENTS, EVALUATION OF THE SUBDUCTION HYPOTHESIS, AND IMPLICATIONS FOR ECLOGITE XENOLITHS FROM DIAMONDIFEROUS KIMBERLITES",ECLOGITES AND ECLOGITE FACIES ROCKS,,,,XENOLITH,,,ECLOGITE,37,-109,1,45.93,1.33,22.02,10.36,,,9.31364,5.64,9.26,4.01,0.26,0.2158,0.01,0.21,,,,,97.97364,51.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELMCOL-12-83-20,PETDB,,"ECLOGITE-FACIES ULTRAMAFIC XENOLITHS FROM COLORADO PLATEAU DIATREME BRECCIAS:  COMPARISON WITH ECLOGITES IN CRUSTAL ENVIRONMENTS, EVALUATION OF THE SUBDUCTION HYPOTHESIS, AND IMPLICATIONS FOR ECLOGITE XENOLITHS FROM DIAMONDIFEROUS KIMBERLITES",ECLOGITES AND ECLOGITE FACIES ROCKS,,,,XENOLITH,,,ECLOGITE,37,-109,1,46.49,1.16,18.81,9.98,,,8.97202,7.18,9.89,4.24,0.37,0.3071,0.02,0.19,,,,,97.30202,58.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELMCOL-MR-21,PETDB,,"ECLOGITE-FACIES ULTRAMAFIC XENOLITHS FROM COLORADO PLATEAU DIATREME BRECCIAS:  COMPARISON WITH ECLOGITES IN CRUSTAL ENVIRONMENTS, EVALUATION OF THE SUBDUCTION HYPOTHESIS, AND IMPLICATIONS FOR ECLOGITE XENOLITHS FROM DIAMONDIFEROUS KIMBERLITES",ECLOGITES AND ECLOGITE FACIES ROCKS,,,,XENOLITH,,,ECLOGITE,37.082,-109.733,0.001,51.5,1.17,17.38,9.15,,,8.22585,4.53,5.75,8.11,0.39,0.3237,,0.17,,,,,97.22585,49.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELMCOL-MR-35,PETDB,,"ECLOGITE-FACIES ULTRAMAFIC XENOLITHS FROM COLORADO PLATEAU DIATREME BRECCIAS:  COMPARISON WITH ECLOGITES IN CRUSTAL ENVIRONMENTS, EVALUATION OF THE SUBDUCTION HYPOTHESIS, AND IMPLICATIONS FOR ECLOGITE XENOLITHS FROM DIAMONDIFEROUS KIMBERLITES",ECLOGITES AND ECLOGITE FACIES ROCKS,,,,XENOLITH,,,ECLOGITE,37.082,-109.733,0.001,47.5,0.04,7.85,3.69,,,3.31731,21.4,15.4,1.3,0.09,0.0747,0.04,0.08,,,,,96.97731,92.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELMCOL-MR-4,PETDB,,"ECLOGITE-FACIES ULTRAMAFIC XENOLITHS FROM COLORADO PLATEAU DIATREME BRECCIAS:  COMPARISON WITH ECLOGITES IN CRUSTAL ENVIRONMENTS, EVALUATION OF THE SUBDUCTION HYPOTHESIS, AND IMPLICATIONS FOR ECLOGITE XENOLITHS FROM DIAMONDIFEROUS KIMBERLITES",ECLOGITES AND ECLOGITE FACIES ROCKS,,,,XENOLITH,,,ECLOGITE,37.082,-109.733,0.001,42.65,1.1,21.76,12.2,,,10.9678,7.15,10.29,2.55,0.23,0.1909,,0.25,,,,,96.9478,53.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELMCOL-12-83-8,PETDB,,"ECLOGITE-FACIES ULTRAMAFIC XENOLITHS FROM COLORADO PLATEAU DIATREME BRECCIAS:  COMPARISON WITH ECLOGITES IN CRUSTAL ENVIRONMENTS, EVALUATION OF THE SUBDUCTION HYPOTHESIS, AND IMPLICATIONS FOR ECLOGITE XENOLITHS FROM DIAMONDIFEROUS KIMBERLITES",ECLOGITES AND ECLOGITE FACIES ROCKS,,,,XENOLITH,,,ECLOGITE,37,-109,1,52.5,1,17.24,7.08,,,6.36492,5.24,4.68,7.22,2.2,1.826,,0.06,,,,,96.50492,59.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELMCOL-MR-5,PETDB,,"ECLOGITE-FACIES ULTRAMAFIC XENOLITHS FROM COLORADO PLATEAU DIATREME BRECCIAS:  COMPARISON WITH ECLOGITES IN CRUSTAL ENVIRONMENTS, EVALUATION OF THE SUBDUCTION HYPOTHESIS, AND IMPLICATIONS FOR ECLOGITE XENOLITHS FROM DIAMONDIFEROUS KIMBERLITES",ECLOGITES AND ECLOGITE FACIES ROCKS,,,,XENOLITH,,,ECLOGITE,37.082,-109.733,0.001,42.85,0.5,14.93,7.28,,,6.54472,17.85,8.65,3.2,0.02,0.0166,0.01,0.21,,,,,94.75472,82.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DODSIE-BC-B-75A,PETDB,10.1130/0016-7606(1988)100<0938:FOTMAC>2.3.CO;2,"FRAGMENTS OF THE MANTLE AND CRUST FROM BENEATH THE SIERRA NEVADA BATHOLITH:  XENOLITH SIN A VOLCANIC PIPE NEAR BIG CREEK, CALIFORNIA",GEOL SOC AMER BULL,,,,XENOLITH,,,ECLOGITE,37.2167,-119.267,0.0001,43.7,3.2,15.4,5.6,,11.4,16.4344,8.8,10.3,1.4,0.2,0.166,0.18,0.3,,,,,99.7344,48.84,0.018,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DODSIE-BC-F-68,PETDB,10.1130/0016-7606(1988)100<0938:FOTMAC>2.3.CO;2,"FRAGMENTS OF THE MANTLE AND CRUST FROM BENEATH THE SIERRA NEVADA BATHOLITH:  XENOLITH SIN A VOLCANIC PIPE NEAR BIG CREEK, CALIFORNIA",GEOL SOC AMER BULL,,,,XENOLITH,,,ECLOGITE,37.2167,-119.267,0.0001,46.5,2.15,10.6,4.61,,8.8,12.94439,12.1,12.3,1.27,0.6,0.498,0.12,0.26,,,,,98.72439,62.50,0.17,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCSIE-001-BC207,PETDB,10.1029/2001jb000643,CONSTRAINTS ON THE BULK COMPOSITION AND ROOT FOUNDERING RATES OF CONTINENTAL ARCS:  A CALIFORNIA PERSPECTIVE,J. GEOPHYS. RES.,,,,XENOLITH,,,ECLOGITE,37.2167,-119.296,0.01,45.5,0.53,12.58,,,,9.12,5.71,23.58,3.38,0.35,0.2905,0.01,0.88,,,,,101.63,52.75,,,2.95,,4.48,0.69,2.36,0.61,0.19,1.06,0.18,1.86,0.51,1.43,0.24,2.96,0.67,,,,,,,,,,,,,,,16.17,,55.72,,,,0.04,,,,,0.12,,,,22.69,,,,,0.74,,,,,0.19,,,1.64,,40.69,,1.17,,,,,,
DUCSIE-001-G36,PETDB,10.1029/2001jb000643,CONSTRAINTS ON THE BULK COMPOSITION AND ROOT FOUNDERING RATES OF CONTINENTAL ARCS:  A CALIFORNIA PERSPECTIVE,J. GEOPHYS. RES.,,,,XENOLITH,,,ECLOGITE,37.2167,-119.296,0.01,46.08,0.58,12.68,,,,12.1,11.82,14.58,1.27,0.23,0.1909,0.01,0.19,,,,,99.53,63.53,,,1.05,,1.28,0.68,4.78,2.78,1.12,5.31,0.89,8.02,1.64,3.6,0.65,7.05,1.69,,,,,,,,,,,,,,,14.44,,205.7,,,,0.01,,,,,0.1,,,,66.16,,,,,0.61,,,,,0.07,,,8.29,,93.95,,0.23,,,,,,
DUCSIE-001-BC216,PETDB,10.1029/2001jb000643,CONSTRAINTS ON THE BULK COMPOSITION AND ROOT FOUNDERING RATES OF CONTINENTAL ARCS:  A CALIFORNIA PERSPECTIVE,J. GEOPHYS. RES.,,,,XENOLITH,,,ECLOGITE,37.2167,-119.296,0.01,45.75,0.27,17.6,,,,9.08,9.85,10.08,1.33,0.37,0.3071,0.01,0.14,,,,,94.47,65.92,,,1.16,,2.85,0.57,2.78,0.64,0.29,0.67,0.1,0.62,0.1,0.28,0.04,0.27,0.11,,,,,,,,,,,,,,,9.35,,152.8,,,,1.55,,,,,0.12,,,,4.59,,,,,0.24,,,,,0.2,,,11.25,,197.5,,0.4,,,,,,
SMIARIZ-CV-PR149C,PETDB,10.1029/93jb02994,"GARNET-PYROXENE-AMPHIBOLE XENOLITHS FROM CHINO VALLEY, ARIZONA, AND IMPLICATIONS FOR CONTINENTAL LITHOSPHERE BELOW THE MOHO",J. GEOPHYS. RES.,,,,XENOLITH,,,ECLOGITE,34.8,-112.4,0.1,45.24,0.41,15.62,,,,11.59,12.85,12.77,0.85,0.04,0.0332,0.11,0.29,,,,,99.66,66.41,,1114,0.55,,7.58,,4.4,1.85,0.89,,0.57,,,,,6.57,,5,,,,,,,91,,320,84,213,70,,4,,220,,,,2.38,,,,,,,,,,,,,,0.62,,0.12,,,0.31,,,0.44,,68.5,,,,,,,,
SMIARIZ-CV-PR149A,PETDB,10.1029/93jb02994,"GARNET-PYROXENE-AMPHIBOLE XENOLITHS FROM CHINO VALLEY, ARIZONA, AND IMPLICATIONS FOR CONTINENTAL LITHOSPHERE BELOW THE MOHO",J. GEOPHYS. RES.,,,,XENOLITH,,,ECLOGITE,34.8,-112.4,0.1,51.62,0.44,6.59,,,,6.3,12.45,19.88,1.91,0.02,0.0166,0.09,0.06,,,,,99.27,77.89,,774,1.86,,7.5,1.93,12.16,2.72,0.63,1.53,0.16,0.81,0.12,0.2,,0.2,,6,,,,,,,54,,556,66,277,82,,19,,16,,,,1,,,,,,,,,3,,,,,0.9,,0.8,,,0.25,,,0.13,,121,,0.4,,,,,,
PETDB-2499-JER8,PETDB,10.1093/petrology/egt077,A RECORD OF PALEOPROTEROZOIC SUBDUCTION PRESERVED IN THE NORTHERN SLAVE CRATONIC MANTLE: Sr-Pb_O ISOTOPE AND TRACE-ELEMENT INVESTIGATIONS OF ECLOGITE XENOLITHS FROM THE JERICHO AND MUSKOX KIMBERLITES,J. PETROL.,,,,XENOLITH,,,ECLOGITE,67,-111,1,42.7,0.11,19.4,,,21.8,21.8,5.32,9.21,2.02,0.002,0.00166,,0.3,,,,,100.862,30.32,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2499-JD6FN,PETDB,10.1093/petrology/egt077,A RECORD OF PALEOPROTEROZOIC SUBDUCTION PRESERVED IN THE NORTHERN SLAVE CRATONIC MANTLE: Sr-Pb_O ISOTOPE AND TRACE-ELEMENT INVESTIGATIONS OF ECLOGITE XENOLITHS FROM THE JERICHO AND MUSKOX KIMBERLITES,J. PETROL.,,,,XENOLITH,,,ECLOGITE,67,-111,1,50.3,0.1,15,,,9.16,9.16,9.13,12.6,3.86,0.005,0.00415,,0.14,,,,,100.295,63.99,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2499-011-17,PETDB,10.1093/petrology/egt077,A RECORD OF PALEOPROTEROZOIC SUBDUCTION PRESERVED IN THE NORTHERN SLAVE CRATONIC MANTLE: Sr-Pb_O ISOTOPE AND TRACE-ELEMENT INVESTIGATIONS OF ECLOGITE XENOLITHS FROM THE JERICHO AND MUSKOX KIMBERLITES,J. PETROL.,,,,XENOLITH,,,ECLOGITE,67,-111,1,47.5,0.12,17.5,,,13.8,13.8,6.21,10.9,3.99,0.004,0.00332,,0.15,,,,,100.174,44.52,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
