SAMPLE ID,,IGSN,SOURCE,DOI,TITLE,JOURNAL,MIN AGE,AGE,MAX AGE,MATERIAL,TYPE,COMPOSITION,ROCK NAME,LATITUDE,LONGITUDE,LOCPREC,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FeOT,MGO,CAO,NA2O,K2O,K_wt_percent,P2O5,MNO,LOI,H2O_PLUS,H2O_MINUS,H2O,Total,Mg_number,CR2O3,CR,LA,NIO,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,LI,BE,B,C,CO2,F,CL,SC,TI,V,CO,NI,ZN,CU,ZR,GA,BA,W,AU,HG,TA,SB,SE,SN,S,U,RE,I,P,Y,MO,PD,TE,PT,HF,IR,PB,IN,AG,TH,TL,AS,RB,CS,SR,BI,NB,OS,CD,N,RU,BR,GE
8906A11,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,49.79,1.24,8.17,,,10.61,18.96,9.79,1.03,0.06,0.05,0.15,0.19,,,,,100.00,76.12,,1262.30,7.76,,21.78,3.13,14.87,4.25,1.13,3.94,0.58,3.26,0.63,1.61,,1.39,0.21,,,,,,,,28.21,,210.80,,819.40,102.40,99.30,61.55,13.80,13.04,,,,0.61,,,,,,,,,15.96,,,,,1.82,,,,,0.65,,,5.74,1.64,138.74,,8.00,,,,,,
P6807G,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,68.27,0.76,16.17,,,5.22,1.93,1.98,2.18,3.23,2.68,0.15,0.09,,,,,100.00,39.75,,67.50,16.72,,42.02,4.82,18.25,4.12,1.06,4.39,0.82,5.31,1.08,3.03,,2.88,0.45,,,,,,,,14.06,,73.30,,20.54,82.30,14.90,293.86,20.80,618.61,,,,1.30,,,,,1.58,,,,27.80,,,,,7.82,,11.33,,,16.67,,,97.21,1.60,120.93,,20.09,,,,,,
NOR-205,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,48.85,0.67,9.52,,,11.82,21.11,7.45,0.21,0.04,0.03,0.15,0.18,,,,,100.00,76.09,,1561.11,0.67,,2.42,0.46,2.69,1.19,0.46,1.78,0.32,2.23,0.51,1.49,,1.45,0.22,,,,,,,,27.72,,128.80,,641.64,102.48,119.71,34.61,9.33,1.24,,,,0.07,,,,,,,,,14.25,,,,,0.98,,,,,0.07,,,0.37,0.02,17.08,,1.21,,,,,,
J2803E,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,68.10,0.81,14.28,,,5.39,1.83,3.09,2.32,3.91,3.25,0.16,0.11,,,,,100.00,37.69,,28.32,49.65,,122.94,11.53,42.98,9.50,1.69,8.29,1.40,8.33,1.67,4.24,,3.16,0.50,,,,,,,,16.88,,82.66,,18.13,74.59,23.22,301.63,19.60,866.62,,,,0.71,,,,,1.50,,,,44.38,,,,,8.70,,16.27,,,26.77,,,121.73,3.07,247.66,,14.57,,,,,,
G9708C1,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,46.55,1.64,17.40,,,12.43,7.83,10.23,3.58,0.01,0.01,0.16,0.17,,,,,100.00,52.90,,101.00,23.39,,48.42,6.22,24.95,4.85,1.82,4.28,0.67,4.01,0.79,2.10,,1.86,0.28,,,,,,,,16.81,,142.30,,148.70,103.60,7.40,105.72,19.10,1.26,,,,0.54,,,,,0.66,,,,20.03,,,,,2.67,,4.63,,,0.85,,,0.33,0.03,333.69,,8.79,,,,,,
P5627I5,,metased,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,67.15,0.62,13.92,,,6.62,3.34,3.26,1.99,2.53,2.10,0.18,0.39,,,,,100.00,47.38,,96.50,34.40,,75.70,8.85,33.71,6.43,1.43,4.88,0.69,3.90,0.77,2.09,,1.90,0.29,,,,,,,,18.46,,120.60,,56.61,71.40,1.70,104.56,17.90,358.06,,,,0.53,,,,,1.44,,,,19.42,,,,,2.89,,5.18,,,18.08,,,80.05,2.54,83.37,,7.21,,,,,,
8907C5,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,58.90,1.03,17.03,,,7.38,4.22,4.45,2.68,4.03,3.35,0.18,0.10,,,,,100.00,50.50,,148.20,31.64,,66.58,7.93,30.11,6.37,1.75,5.69,0.96,5.66,1.13,3.12,,2.78,0.43,,,,,,,,27.64,,168.70,,73.70,93.30,89.70,172.96,19.40,348.49,,,,0.83,,,,,1.68,,,,28.25,,,,,4.80,,18.92,,,8.71,,,87.68,3.48,167.23,,11.73,,,,,,
BK1,,metased,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,57.50,1.02,17.51,,,8.94,6.45,2.92,1.90,3.42,2.84,0.18,0.15,,,,,100.00,56.25,,205.00,38.26,,78.30,9.44,35.71,7.30,1.51,6.43,1.07,6.45,1.33,3.58,,3.32,0.51,,,,,,,,27.74,,175.60,,150.20,117.60,49.10,184.56,23.20,391.16,,,,0.97,,,,,2.32,,,,32.71,,,,,5.28,,10.38,,,12.04,,,127.99,4.70,133.76,,15.28,,,,,,
8907C6,,metased,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,46.07,1.40,15.84,,,10.03,5.82,15.56,1.15,3.75,3.11,0.19,0.18,,,,,100.00,50.83,,405.00,7.55,,18.17,2.52,11.33,2.95,1.09,3.30,0.58,3.79,0.82,2.28,,2.13,0.33,,,,,,,,38.22,,326.70,,136.20,68.90,28.40,75.07,15.50,297.63,,,,0.37,,,,,1.13,,,,20.09,,,,,1.94,,6.15,,,0.95,,,55.17,1.89,271.49,,5.22,,,,,,
J2801A,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,65.52,0.71,15.51,,,5.05,1.20,3.27,4.14,4.34,3.60,0.19,0.09,,,,,100.00,29.74,,11.55,62.86,,119.36,14.49,57.96,12.07,2.65,9.86,1.50,8.72,1.72,4.61,,3.98,0.63,,,,,,,,14.91,,50.71,,8.84,102.27,14.77,443.02,19.64,1496.60,,,,0.83,,,,,1.96,,,,45.24,,,,,11.45,,19.63,,,9.96,,,83.84,0.72,240.49,,14.54,,,,,,
P6815E1,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,57.54,0.78,19.01,,,6.29,0.57,4.62,2.20,8.45,7.02,0.20,0.33,,,,,100.00,13.98,,3.70,27.57,,56.50,7.65,33.29,7.58,7.95,7.21,1.21,7.48,1.55,4.32,,4.65,0.85,,,,,,,,34.91,,14.40,,0.39,31.70,31.40,1356.70,15.20,3310.76,,,,1.83,,,,,0.69,,,,38.32,,,,,26.02,,28.25,,,0.95,,,154.36,2.32,397.04,,15.12,,,,,,
E9805K9,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,60.73,0.65,18.14,,,5.94,0.41,3.43,4.70,5.61,4.66,0.21,0.18,,,,,100.00,11.01,,3.50,26.13,,56.97,7.79,33.81,7.65,6.45,7.00,1.12,6.75,1.35,3.65,,3.54,0.62,,,,,,,,30.01,,8.00,,0.00,111.30,6.90,1214.57,21.90,2621.06,,,,0.43,,,,,0.34,,,,32.71,,,,,21.36,,19.87,,,0.86,,,69.08,0.43,325.17,,9.57,,,,,,
J2804L5,,metased,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,68.26,0.72,14.44,,,4.67,1.25,2.55,3.56,4.26,3.53,0.22,0.08,,,,,100.00,32.38,,16.15,29.54,,56.46,6.57,26.41,6.58,1.49,6.30,1.07,6.48,1.32,3.60,,2.91,0.44,,,,,,,,13.31,,53.62,,11.12,71.96,18.74,305.02,18.18,802.96,,,,0.76,,,,,0.79,,,,34.39,,,,,8.33,,21.67,,,7.29,,,127.97,2.50,237.97,,14.88,,,,,,
8815B,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,46.08,1.26,16.34,,,12.24,12.54,8.93,2.03,0.17,0.14,0.22,0.19,,,,,100.00,64.62,,92.70,9.19,,20.11,2.68,12.41,3.40,1.21,3.33,0.53,3.24,0.65,1.73,,1.42,0.22,,,,,,,,22.08,,170.50,,233.80,87.30,36.10,73.30,14.10,54.08,,,,0.32,,,,,,,,,16.31,,,,,2.07,,,,,0.59,,,4.78,0.41,303.29,,4.77,,,,,,
Y1616H1,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,75.37,0.19,14.74,,,1.65,1.32,0.28,1.14,5.08,4.22,0.04,0.02,,,,,99.82,58.86,,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2804L3,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,65.76,0.80,18.91,,,5.03,1.71,0.65,1.39,5.46,4.53,0.23,0.06,,,,,100.00,37.80,,73.12,34.29,,53.54,6.79,25.61,5.01,0.97,3.68,0.59,3.57,0.70,1.96,,2.03,0.33,,,,,,,,10.94,,101.24,,33.20,77.41,18.74,251.45,26.00,772.32,,,,1.48,,,,,3.39,,,,18.38,,,,,7.21,,23.57,,,16.86,,,157.08,4.09,124.42,,19.65,,,,,,
A0721E3,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,64.35,0.81,16.07,,,5.75,2.61,3.70,3.28,3.10,2.57,0.23,0.11,,,,,100.00,44.70,,45.20,,,,,,,,,,,,,,,,,,,,,,,,,106.00,,20.20,58.30,92.80,,15.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K5712A1,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,50.35,2.56,13.31,,,13.34,4.99,10.32,3.79,0.91,0.76,0.23,0.19,,,,,100.00,40.01,,0.20,14.16,,34.33,5.13,23.82,6.68,2.21,7.23,1.25,7.87,1.59,4.28,,3.73,0.58,,,,,,,,50.50,,355.20,,38.50,131.60,38.50,213.82,27.30,413.15,,,,0.68,,,,,0.36,,,,39.38,,,,,5.43,,2.41,,,1.32,,,19.70,0.44,262.40,,10.82,,,,,,
J2722B31,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,69.56,0.58,14.95,,,3.65,1.02,4.09,3.58,2.29,1.90,0.23,0.04,,,,,100.00,33.16,,13.87,53.38,,68.68,9.11,34.55,6.64,2.78,5.54,0.74,3.96,0.75,1.97,,1.74,0.29,,,,,,,,7.44,,43.34,,9.62,50.49,19.09,505.28,19.91,1188.86,,,,0.59,,,,,0.66,,,,20.48,,,,,12.56,,13.14,,,2.15,,,39.13,0.74,241.31,,10.82,,,,,,
H3630B1,,metased,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,68.79,0.77,14.05,,,6.98,2.56,1.46,1.56,3.46,2.88,0.23,0.13,,,,,100.00,39.57,,52.50,47.47,,103.42,13.12,51.70,10.23,1.85,8.22,1.35,8.98,2.02,6.22,,6.59,1.05,,,,,,,,20.26,,83.60,,19.80,74.30,4.70,241.73,16.50,663.55,,,,0.76,,,,,1.27,,,,53.08,,,,,6.57,,6.96,,,8.75,,,88.73,0.17,127.62,,10.81,,,,,,
A0721E1,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,46.08,1.60,13.59,,,16.65,10.82,7.82,2.28,0.70,0.58,0.23,0.24,,,,,100.00,53.67,,235.20,,,,,,,,,,,,,,,,,,,,,,,,,201.10,,218.80,125.80,51.30,,17.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1612I11,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,52.38,1.81,17.50,,,10.16,4.72,8.80,2.80,1.40,1.17,0.27,0.16,,,,,100.00,45.31,,56.40,36.33,,75.11,9.43,37.28,7.79,2.26,7.34,1.12,6.43,1.22,3.08,,2.52,0.38,,,,,,,,26.82,,233.70,,53.27,87.90,79.20,188.76,21.50,519.63,,,,0.54,,,,,0.80,,,,30.67,,,,,5.17,,5.66,,,9.54,,,38.58,0.89,437.71,,9.32,,,,,,
A0721E4,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,62.12,0.81,16.85,,,6.47,2.34,4.61,3.43,2.97,2.47,0.27,0.12,,,,,100.00,39.21,,15.90,,,,,,,,,,,,,,,,,,,,,,,,,108.10,,19.20,91.20,5.80,,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8816A,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,56.66,0.58,14.34,,,12.33,5.61,9.26,0.69,0.03,0.03,0.28,0.22,,,,,100.00,44.80,,64.70,10.92,,27.11,4.17,20.41,6.97,1.87,6.97,1.07,6.43,1.29,3.45,,2.96,0.46,,,,,,,,39.70,,271.60,,41.50,94.20,67.10,10.35,16.20,6.39,,,,0.07,,,,,0.10,,,,33.19,,,,,0.41,,2.99,,,0.44,,,0.64,0.01,82.27,,1.51,,,,,,
P5626H1,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,66.62,0.97,15.79,,,4.61,1.35,2.76,3.70,3.87,3.21,0.29,0.05,,,,,100.00,34.31,,17.70,,,,,,,,,,,,,,,,,,,,,,,,,73.70,,9.50,111.30,20.50,,19.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1612I10,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,48.49,1.97,18.24,,,11.23,5.46,10.45,2.98,0.71,0.59,0.29,0.18,,,,,100.00,46.44,,66.50,13.23,,31.03,4.41,20.50,5.27,1.84,5.45,0.89,5.54,1.13,2.91,,2.45,0.37,,,,,,,,29.14,,268.70,,62.01,96.90,97.10,117.46,20.50,386.67,,,,0.50,,,,,0.26,,,,26.45,,,,,3.34,,3.71,,,0.82,,,14.47,0.46,443.22,,7.58,,,,,,
P5626H2,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,66.04,0.96,15.74,,,4.53,1.38,2.60,3.14,5.28,4.38,0.29,0.05,,,,,100.00,35.22,,12.90,,,,,,,,,,,,,,,,,,,,,,,,,72.80,,10.40,122.20,54.90,,20.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2804L7,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,47.95,2.18,15.20,,,13.75,6.51,9.77,3.44,0.67,0.56,0.31,0.21,,,,,100.00,45.78,,91.91,16.90,,36.66,4.89,22.93,6.31,2.33,6.50,1.04,6.11,1.19,3.12,,2.50,0.38,,,,,,,,38.61,,272.22,,43.14,111.45,19.86,141.39,20.33,423.04,,,,0.90,,,,,0.29,,,,30.95,,,,,3.84,,4.04,,,1.16,,,9.75,0.36,491.97,,14.00,,,,,,
R9828C97,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,56.58,1.32,17.17,,,10.06,3.89,4.26,3.23,3.01,2.50,0.33,0.16,,,,,100.00,40.80,,397.40,13.69,,29.77,4.42,19.56,4.98,1.41,4.96,0.88,5.61,1.11,2.90,,2.41,0.36,,,,,,,,35.33,,132.00,,125.10,95.60,47.60,120.59,18.80,343.58,,,,0.50,,,,,1.60,,,,27.69,,,,,3.45,,5.89,,,11.97,,,136.73,9.01,174.68,,7.13,,,,,,
A0721E2,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,63.74,1.28,15.15,,,6.96,2.43,4.19,2.97,2.82,2.34,0.33,0.14,,,,,100.00,38.38,,20.30,,,,,,,,,,,,,,,,,,,,,,,,,109.90,,26.30,72.50,39.70,,15.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2813V,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,48.76,2.10,15.99,,,13.83,6.43,7.44,3.34,1.53,1.27,0.35,0.23,,,,,100.00,45.32,,67.24,21.40,,45.43,5.85,26.53,6.71,2.05,6.87,1.14,6.93,1.42,3.85,,3.35,0.52,,,,,,,,27.44,,235.89,,87.79,155.77,49.45,136.70,19.42,367.79,,,,0.37,,,,,0.57,,,,38.43,,,,,3.64,,20.04,,,1.86,,,45.81,3.29,324.21,,5.97,,,,,,
8815G6,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,59.81,1.03,16.97,,,7.16,0.93,4.14,3.89,5.46,4.54,0.38,0.22,,,,,100.00,18.87,,8.10,56.30,,121.61,16.28,68.54,14.14,5.89,12.40,1.91,11.23,2.24,5.99,,5.71,1.00,,,,,,,,35.86,,22.20,,1.62,99.70,11.20,1914.19,18.40,2014.32,,,,0.81,,,,,0.59,,,,52.84,,,,,34.73,,16.57,,,2.20,,,64.39,0.32,367.02,,18.31,,,,,,
G9707P1,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,46.33,2.10,15.36,,,16.94,6.50,9.91,2.06,0.03,0.02,0.42,0.35,,,,,100.00,40.61,,66.30,1.49,,4.77,0.89,5.55,2.89,1.36,5.65,1.12,7.50,1.62,4.56,,4.28,0.68,,,,,,,,45.53,,268.10,,60.50,198.80,212.30,128.16,13.10,6.52,,,,0.52,,,,,0.61,,,,40.60,,,,,3.25,,2.84,,,0.11,,,0.81,0.02,81.41,,8.84,,,,,,
P6817A2,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,63.37,1.18,14.64,,,7.58,2.17,4.03,2.59,3.85,3.20,0.44,0.15,,,,,100.00,33.78,,35.60,53.56,,117.35,14.20,56.74,11.23,2.52,9.87,1.53,9.08,1.81,4.76,,3.88,0.59,,,,,,,,20.84,,109.80,,16.38,106.30,15.30,442.94,17.90,1032.14,,,,0.87,,,,,1.28,,,,45.69,,,,,11.51,,15.83,,,5.53,,,119.44,2.37,251.96,,16.85,,,,,,
R9821B1,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,48.46,3.02,15.88,,,12.80,4.85,11.07,1.66,1.58,1.32,0.45,0.22,,,,,100.00,40.33,,19.20,25.01,,56.54,7.50,32.01,7.66,2.68,7.70,1.24,7.46,1.43,3.66,,3.01,0.46,,,,,,,,35.69,,373.10,,21.80,110.40,30.10,221.95,22.70,193.08,,,,1.98,,,,,1.11,,,,34.25,,,,,5.52,,5.27,,,2.18,,,39.80,1.37,218.39,,28.71,,,,,,
P6812D,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,46.72,2.82,17.19,,,14.33,5.63,8.53,3.23,0.74,0.61,0.61,0.21,,,,,100.00,41.17,,92.30,27.01,,67.43,9.84,45.45,10.69,3.24,10.03,1.59,9.53,1.91,4.96,,4.17,0.64,,,,,,,,22.54,,338.20,,68.23,134.10,37.50,310.30,22.50,329.47,,,,0.72,,,,,0.34,,,,44.55,,,,,7.50,,6.49,,,0.58,,,16.04,1.04,288.70,,12.26,,,,,,
K5709A2,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,51.24,2.50,16.31,,,13.66,4.07,7.66,2.37,1.27,1.06,0.65,0.27,,,,,100.00,34.68,,17.10,17.02,,36.68,4.86,23.39,6.58,2.49,7.34,1.17,7.51,1.57,4.30,,3.76,0.59,,,,,,,,41.21,,115.60,,14.40,156.10,41.90,104.69,23.60,484.42,,,,0.80,,,,,,,,,42.03,,,,,3.11,,,,,2.35,,,35.41,2.63,189.41,,11.50,,,,,,
P5630A1,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,56.34,1.30,18.08,,,8.73,1.05,4.75,4.07,4.77,3.96,0.69,0.22,,,,,100.00,17.66,,2.40,32.97,,73.88,10.33,45.96,10.14,8.10,9.25,1.37,7.68,1.47,3.84,,3.22,0.54,,,,,,,,36.65,,6.20,,1.59,136.90,10.70,864.06,20.20,2318.55,,,,0.49,,,,,0.39,,,,35.39,,,,,16.62,,10.54,,,0.98,,,60.45,0.82,340.85,,9.12,,,,,,
Y1618C2,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,69.62,0.78,15.60,,,5.60,1.76,0.86,1.05,3.78,3.14,0.17,0.11,,,,,99.33,35.93,,60.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2803CC,,,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,44.09,3.78,16.26,,,17.14,4.84,10.00,2.51,0.28,0.23,0.85,0.24,,,,,100.00,33.47,,12.51,6.64,,16.69,2.48,13.14,3.82,1.74,4.49,0.72,4.42,0.90,2.29,,1.69,0.26,,,,,,,,39.29,,408.16,,8.27,124.66,7.06,14.63,25.28,112.45,,,,0.17,,,,,,,,,23.22,,,,,0.54,,,,,0.13,,,2.82,0.35,537.57,,2.46,,,,,,
Y1611L7,,metased,,,Continental lower crust,ANN. REV. EPS.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,64.00,11.00,,61.32,0.95,17.14,,,7.18,4.56,2.80,2.19,2.74,2.28,0.17,0.06,,,,,99.10,53.09,,234.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M115917,,,GEOROC,10.2113/172.3.333,MELTING OF LOWER CONTINENTAL CRUST IN A YOUNG POST-COLLISION SETTING: A GEOCHEMICAL STUDY OF PLIO-QUATERNARY ACIDIC MAGMATISM FROM CENTRAL SULAWESI (INDONESIA),BULL. SOC. GEOL. FRANCE,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,0.00,119.50,0.01,64.80,0.47,15.85,,7.84,7.05,2.35,2.08,2.75,1.99,1.65,0.06,0.11,,,,,97.51,37.26,,73.00,10.40,,14.30,,4.00,2.61,0.85,,1.09,8.40,,,,5.90,,,,,,,,,19.00,,110.00,19.00,48.00,,,27.00,,340.00,,,,,,,,,0.70,,,,55.00,,,,,0.82,,,,,0.53,,,58.00,0.64,30.00,,5.80,,,,,,
M115916,,,GEOROC,10.2113/172.3.333,MELTING OF LOWER CONTINENTAL CRUST IN A YOUNG POST-COLLISION SETTING: A GEOCHEMICAL STUDY OF PLIO-QUATERNARY ACIDIC MAGMATISM FROM CENTRAL SULAWESI (INDONESIA),BULL. SOC. GEOL. FRANCE,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,0.00,119.50,0.01,43.40,1.57,14.80,,12.12,10.91,12.40,11.24,1.56,0.74,0.61,0.06,0.18,,,,,96.86,66.97,,32.00,2.00,,,,8.00,,0.65,,,3.50,,,,1.75,,,,,,,,,102.00,,555.00,53.00,82.00,,,18.00,,52.00,,,,,,,,,,,,,19.00,,,,,,,,,,,,,25.00,,160.00,,0.80,,,,,,
M115915,,,GEOROC,10.2113/172.3.333,MELTING OF LOWER CONTINENTAL CRUST IN A YOUNG POST-COLLISION SETTING: A GEOCHEMICAL STUDY OF PLIO-QUATERNARY ACIDIC MAGMATISM FROM CENTRAL SULAWESI (INDONESIA),BULL. SOC. GEOL. FRANCE,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,0.00,119.50,0.01,37.50,2.60,25.00,,24.40,21.96,6.90,2.15,0.10,0.05,0.04,0.11,0.54,,,,,96.91,35.91,,300.00,8.50,,18.00,,12.00,4.93,1.60,,1.73,14.50,,,,9.50,,,,,,,,,72.00,,340.00,60.00,165.00,,,23.00,,36.00,,,,2.08,,,,,1.54,,,,84.00,,,,,6.75,,,,,4.27,,,3.00,0.32,25.00,,30.50,,,,,,
M115653,,,GEOROC,10.2113/172.3.333,MELTING OF LOWER CONTINENTAL CRUST IN A YOUNG POST-COLLISION SETTING: A GEOCHEMICAL STUDY OF PLIO-QUATERNARY ACIDIC MAGMATISM FROM CENTRAL SULAWESI (INDONESIA),BULL. SOC. GEOL. FRANCE,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,0.00,119.50,0.01,45.25,1.07,20.10,,8.85,7.96,6.07,11.48,2.20,1.84,1.53,0.64,0.13,,,,,96.74,57.61,,146.00,47.00,,,,54.00,,2.60,,,5.00,,,,2.20,,,,,,,,,24.00,,190.00,24.00,40.00,,,38.00,,1160.00,,,,,,,,,,,,,27.00,,,,,,,,,,,,,80.00,,1320.00,,11.00,,,,,,
DMP-133,,,GEOROC,10.1007/BF00312322,"THE LA BRENA AND EL JAGUEY MAAR COMPLEX, DURANGO, MEXICO. PART II, PETROLOGY AND GEOCHEMISTRY",BULL. VOLCANOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,24.40,-104.50,0.01,70.22,0.21,17.01,,1.64,1.28,0.67,4.50,4.03,1.22,1.01,0.07,0.03,,,,,99.24,48.27,,0.00,5.02,,10.00,,4.20,0.96,1.09,,0.12,,,,,0.43,0.07,,,,,,,,2.57,,16.00,2.43,3.00,16.00,0.00,75.00,,321.00,,,,0.12,0.00,,,,0.20,,,,3.00,,,,,2.21,,21.10,,,0.24,,,17.00,0.06,416.00,,0.00,,,,,,
DMP-134,,,GEOROC,10.1007/BF00312322,"THE LA BRENA AND EL JAGUEY MAAR COMPLEX, DURANGO, MEXICO. PART II, PETROLOGY AND GEOCHEMISTRY",BULL. VOLCANOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,24.40,-104.50,0.01,69.34,0.52,13.21,,4.43,3.46,1.56,4.20,2.52,1.23,1.02,0.17,0.10,,,,,96.31,44.56,,14.00,18.10,,33.00,,16.80,3.49,1.22,,0.51,,,,,2.36,0.36,,,,,,,,10.40,,287.00,3.37,18.00,209.00,102.00,152.00,,1201.00,,,,0.41,0.00,,,,0.72,,,,17.00,,,,,4.56,,5.00,,,0.68,,,16.00,0.05,341.00,,5.00,,,,,,
