Supplementary Table 1. Compositions of samples from Archean granulite-facies terrains.,class,continent,ref,SiO2,TiO2,Al2O3,Fe2O3,FeO,TOTAL FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho ,Er,Yb,Lu,Hf,Ta,Pb,Th,U,Sn,tot.,norm,SiO2,TiO2,Al2O3,Fe2O3,FeO,FeO Total,MnO,MgO,CaO,Na2O,K2O,P2O5,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho ,Er,Yb,Lu,Hf,Ta,Pb,Th no XRF,U no XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5664,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",40.75,1.07,4.70,,18.47,18.47,0.18,27.02,3.69,0.44,1.33,0.27,,,154,4589,,,,137,,56.0,29,,150.00,,,103,86,41,,,,,,,,,,,,,,,,,,97.9,,41.6,1.1,4.8,,18.9,18.9,0.2,27.6,3.8,0.4,1.4,0.3,,,157.3,4686.5,,,,139.9,,57.2,29.6,,153.2,,,105.2,87.8,41.9,,,,,,,,,,,,,,,,,,,,72.3,,0.35066094,0.494627996,0.159481977,0.334812447,0.303681282,-0.3,,,3.728475207,0.088678016,1.568581876,,2.937167161,2.937167161,-1.693779061,3.3175967,1.326645825,-0.799961185,0.306198309,-1.288313953,,,5.05797197,8.452436782,,,,4.941000293,,4.046371058,3.388315197,,5.031654661,,,4.655748355,4.475366663,3.734591434,,,,,,,,,,,,,,,,
G 75,,ASIA,"Jahn, B. M. and Z. Q. Zhang (1984). ""ARCHEAN GRANULITE GNEISSES FROM EASTERN HEBEI PROVINCE, CHINA - RARE-EARTH GEOCHEMISTRY AND TECTONIC IMPLICATIONS."" Contributions to Mineralogy and Petrology 85(3): 224-243.",40.92,0.25,4.01,10.48,,9.43,0.17,32.35,3.94,0.52,0.09,0.03,,,100,3092,94,1624,,,,2.3,216,5.00,16.00,1.00,,26,1.19,2.42,,1.13,0.33,0.15,0.43,,0.51,,0.33,0.33,0.06,,,,,,,100.0,,40.9,0.3,4.0,10.5,,9.4,0.2,32.4,3.9,0.5,0.1,0.0,,,100.0,3092.0,94.0,1624.0,,,,2.3,216.0,5.0,16.0,1.0,,26.0,1.2,2.4,,1.1,0.3,0.2,0.4,,0.5,,0.3,0.3,0.1,,,,,,,,,85.9,,0.33032466,0.591159932,0.078515408,0.243677738,0.286069547,-0.3,,,3.711618941,-1.386294361,1.388791241,2.349468679,,2.243885916,-1.771956842,3.476614021,1.371180723,-0.653926467,-2.407945609,-3.506557897,,,4.605170186,8.03657341,4.543294782,7.392647521,,,,0.845868268,5.375278408,1.609437912,2.772588722,0,,3.258096538,0.173953307,0.88376754,,0.122217633,-1.108662625,-1.883874758,-0.84397007,,-0.673344553,,-1.108662625,-1.114741671,-2.864704011,,,,,
GR00114,,Greenland,"Manning, C.E., Mojzsis, S.J. and Harrison, T.M., 2006. Geology, age and origin of supracrustal rocks at Akilia, West Greenland. American Journal of Science, 306(5): 303-366.",41.08,0.97,19.00,,20.65,20.65,0.36,7.94,3.17,1.21,2.74,0.13,,,,,,,,,,188.00,38.00,16.00,58.00,1.00,,,3.00,8.00,,6.00,2.30,0.47,1.16,0.40,1.50,0.29,0.96,,,,,,,,,97.3,,42.2,1.0,19.5,,21.2,21.2,0.4,8.2,3.3,1.2,2.8,0.1,,,,,,,,,,193.3,39.1,16.5,59.6,1.0,,,3.1,8.2,,6.2,2.4,0.5,1.2,0.4,1.5,0.3,1.0,,,,,,,,,,,40.7,,0.645326146,0.194161482,0.166920299,0.489583372,0.558868836,0.3,,,3.743406589,-0.002574004,2.972324183,,3.055600523,3.055600523,-0.993766044,2.099798479,1.181616791,0.218505563,1.035843124,-2.012335625,,,,,,,,,,5.264327166,3.665471363,2.800473926,4.088328214,0.027885203,,,1.126497492,2.107326745,,1.819644673,0.860794326,-0.727137381,0.176305209,-0.888405528,0.433350312,-1.209989153,-0.012936791,,,,,,,
527420,,Greenland,Thrym Complex Bagas et al. 2013,41.14,0.10,2.87,12.90,,11.61,0.19,35.51,1.89,0.09,0.17,0.01,,17,66,4750,130,1300,5,50,3,198,9,2.9,6,0.9,26.8,7,1.78,4.53,0.59,2.42,0.53,0.098,0.58,0.09,0.56,0.11,0.33,0.34,0.052,0.1,0.04,7,0.22,0.03,3,100.0,,41.1,0.1,2.9,12.9,,11.6,0.2,35.5,1.9,0.1,0.2,0.0,,17.0,66.0,4750.0,130.0,1300.0,5.0,50.0,3.0,198.0,9.0,2.9,6.0,0.9,26.8,7.0,1.8,4.5,0.6,2.4,0.5,0.1,0.6,0.1,0.6,0.1,0.3,0.3,0.1,0.1,0.0,7.0,0.2,0.0,,3.0,,84.5,,0.431923437,0.517345118,0.050731445,0.266693163,0.374056669,-0.1,,,3.716917683,-2.270079181,1.055736102,2.557041248,,2.451458485,-1.66484492,3.569867852,0.636576829,-2.385392954,-1.762967952,-5.27576558,,2.833213344,4.189654742,8.465899897,4.86753445,7.170119543,1.609437912,3.912023005,1.098612289,5.288267031,2.197224577,1.064710737,1.791759469,-0.105360516,3.288401888,1.945910149,0.576613364,1.510721939,-0.527632742,0.88376754,-0.634878272,-2.3227878,-0.544727175,-2.407945609,-0.579818495,-2.207274913,-1.108662625,-1.078809661,-2.95651156,-2.302585093,-3.218875825,1.945910149,-1.514127733,-3.506557897
77284655,metased,Antarctica,,41.2,2.31,21.91,3.07,7.65,10.41,0.15,15.32,0.67,0.5,4.62,0.2,,,210,38,,52,3,83,26,358,41,30.00,806.00,64.00,,741,128,216,,,,,,,,,,,,,,8,93,9,4,97.3,,42.3,2.4,22.5,3.2,7.9,10.7,0.2,15.7,0.7,0.5,4.7,0.2,,,215.8,39.1,,53.4,3.1,85.3,26.7,368.0,42.1,30.8,828.4,65.8,,761.6,131.6,222.0,,,,,,,,,,,,,,8.2,95.6,9.3,,4.1,,72.4,,0.761422823,0.042130487,0.201468829,0.58218024,0.659411508,0.5,,,3.745887709,0.864696977,3.114392606,1.149127014,2.062155101,2.370445512,-1.869670532,2.756608617,-0.373028114,-0.665697728,1.557844158,-1.58198846,,,5.374556983,3.665035612,,3.978693171,1.126061741,4.44629006,3.285545991,5.907982439,3.741021519,3.428646834,6.719533195,4.186332536,,6.635450078,4.879479717,5.40272786,,,,,,,,,,,,,,2.106890994,4.560048946,2.22467403
4817,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",41.30,1.54,13.47,5.89,13.60,18.90,0.24,9.84,12.20,1.33,0.40,0.17,,,423,68,,76,17,129,20,,32,42.00,164.00,9.00,,46,18,41,,,,,,,,,,,,,,,1,,,99.4,,41.6,1.5,13.6,5.9,13.7,19.0,0.2,9.9,12.3,1.3,0.4,0.2,,,425.6,68.4,,76.5,17.1,129.8,20.1,,32.2,42.3,165.0,9.1,,46.3,18.1,41.3,,,,,,,,,,,,,,,,,,,,48.1,,0.352969423,0.579988983,0.068438139,0.24492285,0.305680487,-0.3,,,3.726982972,0.437902888,2.606585462,1.77937647,2.616190265,2.945272976,-1.420995884,2.292576183,2.507556424,0.291299414,-0.91017026,-1.76583637,,,6.053492651,4.225628177,,4.336853812,2.839333816,4.865932876,3.001852745,,3.471856375,3.74379009,5.1059869,2.203345049,,3.834761868,2.89649223,3.719692539,,,,,,,,,,,,,,,,
G 71,,ASIA,"Jahn, B. M. and Z. Q. Zhang (1984). ""ARCHEAN GRANULITE GNEISSES FROM EASTERN HEBEI PROVINCE, CHINA - RARE-EARTH GEOCHEMISTRY AND TECTONIC IMPLICATIONS."" Contributions to Mineralogy and Petrology 85(3): 224-243.",41.36,0.23,,52.35,,47.10,0.02,,2.23,,,0.20,,,,,,,,,,2.2,26,,,,,,5.08,12.97,,8.09,1.64,0.41,1.60,,1.65,,1.11,1.13,0.19,,,,,,,100.0,,41.4,0.2,,52.4,,47.1,0.0,,2.2,,,0.2,,,,,,,,,,2.2,26.0,,,,,,5.1,13.0,,8.1,1.6,0.4,1.6,,1.7,,1.1,1.1,0.2,,,,,,,,,,,,,,,,,,,3.72231423,-1.46967597,,3.957951937,,3.852369175,-3.912023005,,0.802001585,,,-1.609437912,,,,,,,,,,0.806475866,3.258096538,,,,,,1.625311262,2.562638998,,2.090628731,0.494696242,-0.891598119,0.470003629,,0.500775288,,0.104360015,0.122217633,-1.676646662,,,,,
527429,,Greenland,Thrym Complex Bagas et al. 2013,41.39,0.01,0.31,8.84,,7.95,0.15,46.93,0.36,0.01,0.03,0.01,,5,17,5500,112,1720,5,50,1,1,1,0.25,2,0.1,0.2,1.5,0.3,0.74,0.11,0.43,0.11,0.015,0.07,0.01,0.06,0.01,0.03,0.03,0.005,0.05,0.02,7,0.025,0.02,1,97.1,,42.6,0.0,0.3,9.1,,8.2,0.2,48.3,0.4,0.0,0.0,0.0,,5.1,17.5,5661.6,115.3,1770.5,5.1,51.5,1.0,1.0,1.0,0.3,2.1,0.1,0.2,1.5,0.3,0.8,0.1,0.4,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,7.2,0.0,0.0,,1.0,,91.3,,0.311639618,0.654833548,0.039704293,0.195524102,0.269887826,-0.4,,,3.752110947,-4.55682373,-1.155629617,2.20821088,,2.102628118,-1.862202116,3.877636247,-0.992695569,-5.249974834,-3.514598209,-5.249974834,,1.638393591,2.862169022,8.64145905,4.74745455,7.479035248,1.638393591,3.940978684,0.028955678,0.028955678,0.028955678,-1.357338683,0.722102859,-2.273629415,-1.580482234,0.434420787,-1.175017126,-0.272149414,-2.178319235,-0.815014392,-2.178319235,-4.170749399,-2.630304359,-4.576214508,-2.784455038,-4.576214508,-3.477602219,-3.477602219,-5.269361688,-2.966776595,-3.883067327,1.974865827,-3.659923776,-3.883067327
PO1,metased,North America,"Pikwitonei, Arima, M. and R. L. Barnett (1984). ""SAPPHIRINE BEARING GRANULITES FROM THE SIPIWESK LAKE AREA OF THE LATE ARCHEAN PIKWITONEI GRANULITE TERRAIN, MANITOBA, CANADA."" Contributions to Mineralogy and Petrology 88(1-2): 102-112",42.40,0.12,24.50,5.50,1.90,6.85,0.09,24.60,,,0.46,,,,37,20,100,7,11,110,,121.0,39,28.00,171.00,58.00,,243,,,,,,,,,,,,,,,,31.0,,,,99.0,,42.8,0.1,24.7,5.6,1.9,6.9,0.1,24.8,,,0.5,,,,37.4,20.2,101.0,7.1,11.1,111.1,,122.2,39.4,28.3,172.7,58.6,,245.4,,,,,,,,,,,,,,,,31.3,,,,,,86.5,,0.980225382,0,0.019966637,0.510079328,0.848900082,1.0,,,3.757007807,-2.110404091,3.208532563,1.714607537,0.651713331,1.9339475,-2.398086164,3.212605888,,,-0.766669345,,,,3.620777358,3.005591719,4.615029631,1.955769594,2.407754718,4.710339811,,4.805649991,3.673421091,3.342063955,5.151523001,4.070302456,,5.502920888,,,,,,,,,,,,,,,,3.443846649,,
G 73,,ASIA,"Jahn, B. M. and Z. Q. Zhang (1984). ""ARCHEAN GRANULITE GNEISSES FROM EASTERN HEBEI PROVINCE, CHINA - RARE-EARTH GEOCHEMISTRY AND TECTONIC IMPLICATIONS."" Contributions to Mineralogy and Petrology 85(3): 224-243.",42.51,0.24,3.95,10.40,,9.36,0.18,28.47,5.22,0.57,0.13,0.03,,,104,2900,90,1522,,,,0.6,127,4.00,15.00,1.00,,29,0.85,2.24,,1.72,0.55,0.13,0.74,,0.88,,0.57,0.56,0.09,,,,,,,100.0,,42.5,0.2,4.0,10.4,,9.4,0.2,28.5,5.2,0.6,0.1,0.0,,,104.0,2900.0,90.0,1522.0,,,,0.6,126.6,4.0,15.0,1.0,,29.0,0.9,2.2,,1.7,0.5,0.1,0.7,,0.9,,0.6,0.6,0.1,,,,,,,,,84.4,,0.271726738,0.654060509,0.074212752,0.210076122,0.235322258,-0.5,,,3.749739342,-1.427116356,1.373715579,2.341805806,,2.236223044,-1.714798428,3.348850901,1.652497402,-0.562118918,-2.040220829,-3.506557897,,,4.644390899,7.972466016,4.49980967,7.327780538,,,,-0.544727175,4.84103251,1.386294361,2.708050201,0,,3.36729583,-0.162518929,0.806475866,,0.542324291,-0.601479992,-2.017406151,-0.301105093,,-0.127833372,,-0.562118918,-0.579818495,-2.407945609,,,,,
33*,,Europe,"Fennoscandian Shield, Holtta, P. (1997). ""Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield."" Lithos 40(1): 31-53.",42.52,2.20,10.68,,14.52,14.52,0.22,19.37,2.29,0.62,0.07,1.55,,,124,23,,25,,220,34,1.0,9,279.00,592.00,39.00,,45,21.1,66.6,11,57.30,17.30,1.75,23.90,4.63,39.60,11.40,44.20,67.00,10.70,,,14.0,,,,100.0,,42.5,2.2,10.7,,14.5,14.5,0.2,19.4,2.3,0.6,0.1,1.6,,,124.0,23.0,,25.0,,220.0,34.0,1.0,9.0,279.0,592.0,39.0,,45.0,21.1,66.6,11.0,57.3,17.3,1.8,23.9,4.6,39.6,11.4,44.2,67.0,10.7,,,14.0,,,,,,70.4,,0.66971723,0.261557903,0.068724868,0.403583482,0.579992134,0.3,,,3.749974553,0.78845736,2.368372834,,2.675527009,2.675527009,-1.514127733,2.963725477,0.828551818,-0.478035801,-2.659260037,0.438254931,,,4.820281566,3.135494216,,3.218875825,,5.393627546,3.526360525,0,2.197224577,5.631211782,6.383506635,3.663561646,,3.80666249,3.04927304,4.198704578,2.397895273,4.048300624,2.850706502,0.559615788,3.173878459,1.532556868,3.678829118,2.433613355,3.788724789,4.204692619,2.370243741,,,2.63905733,,
527430,,Greenland,Thrym Complex Bagas et al. 2013,42.57,0.01,0.38,9.20,,8.28,0.15,45.84,0.24,0.01,0.04,0.01,,5,15,5620,127,1920,5,80,1,0.5,1,0.25,0.5,0.1,0.05,1.5,0.43,0.92,0.11,0.48,0.1,0.012,0.09,0.01,0.08,0.01,0.04,0.05,0.008,0.05,0.005,7,0.08,0.04,1,97.5,,43.7,0.0,0.4,9.4,,8.5,0.1,47.0,0.2,0.0,0.0,0.0,,5.1,15.4,5763.1,130.2,1968.9,5.1,82.0,1.0,0.5,1.0,0.3,0.5,0.1,0.1,1.5,0.4,0.9,0.1,0.5,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,7.2,0.1,0.0,,1.0,,90.8,,0.439511997,0.496348834,0.070322413,0.290078411,0.380628555,-0.1,,,3.776249661,-4.772198647,-0.938137707,2.244410689,,2.138827927,-1.902879336,3.850255439,-1.40197654,-4.549055096,-3.158409889,-5.242202276,,1.634577729,2.733190017,8.659226759,4.869326903,7.585220281,1.634577729,4.407166451,0.025139816,-0.668007364,0.025139816,-1.361154545,-0.668007364,-2.277445277,-2.970592457,0.430604924,-0.818830254,-0.058241793,-2.182135097,-0.708829359,-2.277445277,-4.397708813,-2.382805793,-4.58003037,-2.500588828,-4.58003037,-3.193736009,-2.970592457,-4.803173921,-2.970592457,-5.27317755,1.971049965,-2.500588828,-3.193736009
G 76-436,,ASIA,"Jahn, B. M. and Z. Q. Zhang (1984). ""ARCHEAN GRANULITE GNEISSES FROM EASTERN HEBEI PROVINCE, CHINA - RARE-EARTH GEOCHEMISTRY AND TECTONIC IMPLICATIONS."" Contributions to Mineralogy and Petrology 85(3): 224-243.",42.98,1.05,12.63,15.05,,13.54,0.17,11.70,10.11,1.70,1.95,0.18,,,,,,,,,,36.5,41,,,,,,13,27.9,,15.60,3.98,1.85,4.41,,2.39,,2.55,2.44,0.38,,,,,,,96.0,,44.8,1.1,13.2,15.7,,14.1,0.2,12.2,10.5,1.8,2.0,0.2,,,,,,,,,,38.0,42.3,,,,,,13.5,29.1,,16.2,4.1,1.9,4.6,,2.5,,2.7,2.5,0.4,,,,,,,,,60.6,,0.360578195,0.512124234,0.136626539,0.316915637,0.312269877,-0.3,,,3.801431998,0.089487271,2.576772043,2.752075098,,2.646492335,-1.731259735,2.500285948,2.35422214,0.571325358,0.708526479,-1.674101322,,,,,,,,,,3.638009367,3.744465173,,,,,,2.605646464,3.369323795,,2.787968021,1.421978926,0.655882746,1.524571796,,0.911990472,,0.976790466,0.932695146,-0.92688692,,,,,
4280,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",43.10,0.27,14.54,19.50,1.68,19.23,0.34,7.45,10.63,0.97,0.09,0.24,,,314,88,,35,15,95,15,2.0,23,160.00,92.00,1.00,,56,29,67,,,,,,,,,,,,,,1,4,2,,96.9,,44.5,0.3,15.0,20.1,1.7,19.9,0.4,7.7,11.0,1.0,0.1,0.2,,,324.2,90.9,,36.1,15.5,98.1,15.5,2.1,23.7,165.2,95.0,1.0,,57.8,29.9,69.2,,,,,,,,,,,,,,1.0,,,,,,40.9,,0.416221823,0.543942935,0.047575616,0.255686527,0.360458672,-0.2,,,3.795466811,-1.277389506,2.708847286,3.00235828,0.550737608,2.988212545,-1.046865847,2.040157847,2.395624006,0.001484607,-2.376001795,-1.395172542,,,5.7813368,4.509280629,,3.587291876,2.739994015,4.585820706,2.739994015,0.725090995,3.16743803,5.107117629,4.553732391,0.031943814,,4.057295505,3.399239644,4.236636434,,,,,,,,,,,,,,0.031943814,,
23,,Europe,"Fennoscandian Shield, Holtta, P. (1997). ""Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield."" Lithos 40(1): 31-53.",43.32,0.71,13.66,,18.29,18.29,0.55,6.05,10.88,2.38,0.43,0.09,,,264,170,,93,582,143,27,6.0,75,18.00,54.00,3.00,,87,7.53,15.6,2.03,8.82,2.41,0.87,3.06,0.54,3.69,0.75,2.41,2.50,0.36,,,13.0,,,,96.4,,45.0,0.7,14.2,,19.0,19.0,0.6,6.3,11.3,2.5,0.4,0.1,,,274.0,176.4,,96.5,604.0,148.4,28.0,6.2,77.8,18.7,56.0,3.1,,90.3,7.8,16.2,2.1,9.2,2.5,0.9,3.2,0.6,3.8,0.8,2.5,2.6,0.4,,,13.5,,,,,,37.1,,0.369405134,0.523442944,0.115746688,0.300449255,0.31991423,-0.3,,,3.80569343,-0.305411301,2.651550862,,2.943433471,2.943433471,-0.560757993,1.83713728,2.42400525,0.904179496,-0.806891062,-2.3708666,,,5.613028111,5.172877445,,4.569678501,6.403549456,4.999923639,3.332915874,1.828838477,4.354567122,2.927450766,4.026063055,1.135691297,,4.502987127,2.05597405,2.784349922,0.745114801,2.214100878,0.916705756,-0.102183059,1.155493924,-0.579107131,1.342705466,-0.250603064,0.916705756,0.95336974,-0.984572239,,,2.602028366,,
TAI 9,,ASIA,"Jahn, B. M. and Z. Q. Zhang (1984). ""ARCHEAN GRANULITE GNEISSES FROM EASTERN HEBEI PROVINCE, CHINA - RARE-EARTH GEOCHEMISTRY AND TECTONIC IMPLICATIONS."" Contributions to Mineralogy and Petrology 85(3): 224-243.",43.33,0.50,5.22,12.09,,10.88,0.16,26.06,5.53,0.50,0.10,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,43.3,0.5,5.2,12.1,,10.9,0.2,26.1,5.5,0.5,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,0.321753668,0.620855138,0.057391195,0.218268028,0.27864685,-0.4,,,3.768845236,-0.693147181,1.652497402,2.492378665,,2.386795902,-1.832581464,3.260401572,1.710187816,-0.693147181,-2.302585093,-0.693147181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",44.00,0.52,12.80,9.80,3.04,11.86,0.57,11.83,15.76,0.45,0.03,0.03,,,41,180,,35,3,64,14,1.0,14,56.00,117.00,5.00,,48,24,52,,,,,,,,,,,,,,1,4,1,,97.8,,45.0,0.5,13.1,10.0,3.1,12.1,0.6,12.1,16.1,0.5,0.0,0.0,,,41.9,184.0,,35.8,3.1,65.4,14.3,1.0,14.3,57.2,119.6,5.1,,49.1,24.5,53.1,,,,,,,,,,,,,,1.0,,,,,,64.0,,0.307365565,0.678965742,0.018280547,0.17196333,0.266186387,-0.4,,,3.805944157,-0.632171944,2.571199694,2.304136909,1.133612038,2.494760642,-0.540364395,2.492393201,2.779229607,-0.776753173,-3.484803374,-3.484803374,,,3.73532659,5.214711374,,3.577102584,1.120366812,4.180637606,2.660811853,0.021754523,2.660811853,4.047106214,4.783928458,1.631192435,,3.892955534,3.199808353,3.972998242,,,,,,,,,,,,,,0.021754523,,
4816,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",44.00,1.26,13.60,2.56,14.40,16.70,0.30,9.37,12.82,0.65,0.04,0.32,,,267,56,,74,29,134,19,,46,37.00,108.00,6.00,,23,12,18,,,,,,,,,,,,,,,,,,99.1,,44.4,1.3,13.7,2.6,14.5,16.9,0.3,9.5,12.9,0.7,0.0,0.3,,,269.5,56.5,,74.7,29.3,135.3,19.2,,46.4,37.3,109.0,6.1,,23.2,12.1,18.2,,,,,,,,,,,,,,,,,,,,50.0,,0.359461516,0.613467774,0.029234302,0.20896506,0.311302804,-0.3,,,3.793598882,0.240520969,2.619479041,0.949416507,2.676637455,2.825026808,-1.194563556,2.246922345,2.5604157,-0.421373668,-3.209466576,-1.130025035,,,5.596657907,4.034760939,,4.313474342,3.376705078,4.907249048,2.953848228,,3.838050645,3.620327161,4.691540476,1.801168718,,3.144903464,2.494315898,2.899781006,,,,,,,,,,,,,,,,
4322,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",44.10,0.51,5.14,10.81,4.01,13.74,0.23,29.00,4.44,0.16,0.11,0.05,,,128,4590,,1730,128,34,7,3.0,58,11.00,52.00,3.00,,59,9,,,,,,,,,,,,,,,,4,1,,97.5,,45.2,0.5,5.3,11.1,4.1,14.1,0.2,29.8,4.6,0.2,0.1,0.1,,,131.3,4708.8,,1774.8,131.3,34.9,7.2,3.1,59.5,11.3,53.3,3.1,,60.5,9.2,,,,,,,,,,,,,,,,,,,,,79.0,,0.3836959,0.594217713,0.028111322,0.219959272,0.332290397,-0.2,,,3.812015178,-0.647789158,1.662608475,2.406027027,1.414346636,2.645636524,-1.444120575,3.392851225,1.516209772,-1.807026069,-2.181719518,-2.970176878,,,4.877585659,8.457190698,,7.481432083,4.877585659,3.55191592,1.971465544,1.124167684,4.085998406,2.423450668,3.976799114,1.124167684,,4.103092839,2.222779973,,,,,,,,,,,,,,,,,
W 6,,Europe,"Weaver, B. L. and J. Tarney (1980). ""RARE-EARTH GEOCHEMISTRY OF LEWISIAN GRANULITE-FACIES GNEISSES, NORTHWEST SCOTLAND - IMPLICATIONS FOR THE PETROGENESIS OF THE ARCHEAN LOWER CONTINENTAL-CRUST."" Earth and Planetary Science Letters 51(2): 279-296.",44.20,1.97,11.00,19.51,,17.56,,8.15,12.59,0.80,0.02,0.16,,,,637,,2534,,124,,2.0,29,50.00,39.00,12.00,,23,6.1,16.2,,,3.90,1.53,7.10,1.48,,,,8.30,,1.60,0.38,3.0,,,,96.4,,45.8,2.0,11.4,20.2,,18.2,,8.5,13.1,0.8,0.0,0.2,,,,660.5,,2627.4,,128.6,,2.1,30.1,51.8,40.4,12.4,,23.8,6.3,16.8,,,4.0,1.6,7.4,1.5,,,,8.6,,1.7,0.4,3.1,,,,,,45.3,,0.319703726,0.65018528,0.037931548,0.197783411,0.276871549,-0.4,,,3.824921061,0.714229815,2.434091545,3.007123427,,2.901540664,,2.134214199,2.56909912,-0.186947279,-3.875826733,-1.796385192,,,,6.492965928,,7.873750633,,4.856477838,,0.729343453,3.403492102,3.948219278,3.699757918,2.521102922,,3.171690488,1.844485043,2.821207514,,,1.397172825,0.461464008,1.996291056,0.42823836,,,,2.152451787,,0.506199901,-0.931387754,1.134808561,,
G 106,,ASIA,"Jahn, B. M. and Z. Q. Zhang (1984). ""ARCHEAN GRANULITE GNEISSES FROM EASTERN HEBEI PROVINCE, CHINA - RARE-EARTH GEOCHEMISTRY AND TECTONIC IMPLICATIONS."" Contributions to Mineralogy and Petrology 85(3): 224-243.",44.60,0.22,0.86,10.02,,9.02,0.12,34.30,2.60,0.41,0.05,0.03,,,,,,,,,,,,,,,,,0.273,0.85,,0.87,0.30,0.09,0.42,,0.52,,0.34,0.35,0.06,,,,,,,100.0,,44.6,0.2,0.9,10.0,,9.0,0.1,34.3,2.6,0.4,0.1,0.0,,,,,,,,,,,,,,,,,0.3,0.9,,0.9,0.3,0.1,0.4,,0.5,,0.3,0.3,0.1,,,,,,,,,87.2,,0.135979436,0.748790413,0.115230151,0.183219869,0.117761646,-0.7,,,3.797733859,-1.514127733,-0.15082289,2.304583096,,2.199000333,-2.120263536,3.535145354,0.955511445,-0.891598119,-2.995732274,-3.506557897,,,,,,,,,,,,,,,,,-1.298283484,-0.162518929,,-0.145025772,-1.220779923,-2.396895772,-0.879476759,,-0.648173815,,-1.084709383,-1.055552799,-2.847312268,,,,,
G 105,,ASIA,"Jahn, B. M. and Z. Q. Zhang (1984). ""ARCHEAN GRANULITE GNEISSES FROM EASTERN HEBEI PROVINCE, CHINA - RARE-EARTH GEOCHEMISTRY AND TECTONIC IMPLICATIONS."" Contributions to Mineralogy and Petrology 85(3): 224-243.",44.70,0.24,0.88,10.04,,9.03,0.13,33.30,2.84,0.43,0.05,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,44.7,0.2,0.9,10.0,,9.0,0.1,33.3,2.8,0.4,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8,,0.129135797,0.759092082,0.111772121,0.17634002,0.111834881,-0.7,,,3.799973502,-1.427116356,-0.127833372,2.306577114,,2.200994352,-2.040220829,3.505557397,1.043804052,-0.84397007,-2.995732274,-3.506557897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
