Sample,suite,Location,Rock type,unit,Reference,Age,Age2se,Sm,Nd,Sm147_Nd144,Nd143_Nd144,Nd143_Nd144 2se,eNd,TDM,,,Pb206_204,Pb207_204,Pb208_204,Mineral,Easting,Northing,UTM,Easting_for_R,"These Lat longs are from an online coversion tool, might not be exactly accurate",Latitude,Longitude,Latitude,,,Longitude,,,Latitude,Longitude,SiO2,TiO2,Al2O3,Fe2O3t,FeO,Fe2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,CO2,S,F,Cl,LOI,sum,Li,Rb,Cs,Be,Sr,Ba,Sc,Y,Zr,Hf,V,Nb,Ta,Cr,Mo,W,Co,Ni,Cu,Ag,Zn,Cd,Ga,In,Tl,Ge,Sn,Pb,As,Sb,Bi,Se,Te,Br,I,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Th,U
D190-87,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,481320,7293045,12,1481320,,65.75843,-111.4077248,,,,,,,,,73.7,0.2,14.9,,0.97,,,0.01,0.41,0.61,3.39,5.43,0.39,,,,,,,,,211,,,81,392,,5,79,,,5.7,,0.83,,,,,,,14,,21,,,,,,,,,,,,,15.25,34.77,4.27,16.75,3.69,0.35,2.42,0.23,0.67,0.08,0.16,0.02,0.14,0.02,8,
D191-89,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,464500,7287600,12,1464500,,65.70702421,-111.7733113,,,,,,,,,55.13,0.76,14.78,,7.62,,,0.12,6.15,7.88,3.72,3.39,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D192-89,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,464500,7287600,12,1464500,,65.70702421,-111.7733113,,,,,,,,,44.43,1.47,10.22,,13.67,,,0.19,13.26,13.44,1.53,0.97,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D194-89,Concession,,,Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,466000,7287900,12,1466000,,65.7098776,-111.7407166,,,,,,,,,58.04,0.6,16.63,,6.36,,,0.1,4.2,5.51,4.57,3.52,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D195-89,Concession,,,Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,469800,7287800,12,1469800,,65.70935982,-111.6579149,,,,,,,,,65.07,0.49,15.45,,4.19,,,0.08,3.24,4.29,4.66,2.36,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D199-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,468929,7303761,12,1468929,,65.8536047,-111.6806967,,,,,,,,,72.86,0.28,14.91,,1.76,,,0.02,0.54,1.11,4.13,4.21,0.18,,,,,,,,,112,,,158,612,,10,144,,13,7.3,,8,,,,,,,20,,24,,,,,,,,,,,,,24.96,47.08,6.06,22.78,4.16,0.63,2.6,0.34,1.55,0.25,0.64,0.07,0.47,0.05,8.05,
D200-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,471411,7300580,12,1471411,,65.82529893,-111.6256315,,,,,,,,,72.92,0.24,15.09,,1.51,,,0.02,0.55,1.3,4.05,4.13,0.18,,,,,,,,,143,,,138,489,,9,109,,12,8,,5,,,,,,,18,,24,,,,,,,,,,,,,20.75,41.3,4.6,16.75,3.01,0.5,1.6,0.24,1.34,0.23,0.59,0.1,0.62,0.11,8.03,
D201-88,Concession,,,Concession/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,468557,7319051,12,1468557,,65.98959276,-111.6924997,,,,,,,,,68.41,0.62,15.25,,3.96,,,0.08,1.69,4.41,4.34,1.14,0.1,,,,,,,,,45,,,327,242,7,13,177,,88,8.9,,,,,,,,,46,,22,,,,,,,,,,,,,18.34,40.95,5.13,21.23,3.85,1.36,2.94,0.42,2.53,0.51,1.36,0.19,1.21,0.2,2.97,
D201A-87,Concession,,,Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,468959,7286484,12,1468959,,65.69747367,-111.6759266,,,,,,,,,65.33,0.51,16.13,,3.97,,,0.07,2.67,4.2,4.89,2.03,0.19,,,,,,,,100.5,58,5.5,,1008,975,9,11,160,,91,6.3,,55,,,,32,,,56,,21,,,,,10,,,,,,,,31.01,69.47,8.31,32.83,5.52,1.43,4.39,0.49,2.48,0.46,1.1,0.16,1.02,0.15,5.59,2.26
D201B-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,468959,7286481,12,1468959,,65.69744676,-111.6759258,,,,,,,,,57.52,0.65,12.75,,8.61,,,0.18,7.37,7.81,3.49,1.34,0.28,,,,,,,,78.8,33,2.6,,690,347,30,24,110,,194,7,,356,,,,74,,,138,,18,,,,,9,,,,,,,,22.74,70.41,11.31,54.79,11.61,2.98,9.16,1.09,5.56,1.04,2.5,0.34,2.28,0.34,2.56,2.73
D202-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,483645,7305869,12,1483645,,65.87360927,-111.3585767,,,,,,,,,75.16,0.04,14.4,,0.68,,,0.01,0.33,0.45,3.69,5.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D203-87,Concession,,,Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,470445,7287714,12,1470445,,65.70864822,-111.6438453,,,,,,,,,64.72,0.49,16.2,,4.2,,,0.07,3.18,4.24,4.4,2.33,0.16,,,,,,,,43.8,52,2.5,,1085,1078,11,10,163,,106,5.2,,95,,,,50,,,56,,19,,,,,9,,,,,,,,30.92,66.89,7.73,29.89,4.76,1.21,4.2,0.38,2,0.38,0.9,0.12,0.82,0.13,6.4,0.98
D205-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,465485,7293258,12,1465485,,65.75902817,-111.7533799,,,,,,,,,71.17,0.41,15.54,,2.36,,,0.03,0.87,2.29,5.26,1.97,0.1,,,,,,,,,74,,,372,542,,6,171,,34,4,,,,,,,,,29,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
D205A-87,Gondor,,,CVB/Yellowknife Supergroup,Bill Davis email ,,,,,,,,,,,,,,,,461700,7270500,12,1461700,,65.55329983,-111.829386,,,,,,,,,75.86,0.21,11.72,,4.76,,,0.06,3.32,0.56,2.34,1.16,,,,,,,,,,19,,,18,241,,77,328,,,27.4,,,,,,,,,56,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D205B-87,Gondor,,,CVB/Yellowknife Supergroup,Bill Davis email ,,,,,,,,,,,,,,,,461700,7270500,12,1461700,,65.55329983,-111.829386,,,,,,,,,79.05,0.12,11.44,,2.49,,,0.03,1.77,0.78,3.3,1.01,,,,,,,,,,17,,,30,,,98,329,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D207-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,491204,7297885,12,1491204,,65.80227674,-111.1923143,,,,,,,,,72.93,0.24,14.77,,2.13,,,0.03,0.67,1.01,3.85,4.19,0.18,,,,,,,,,180,,,139,511,8,14,114,,,9.3,,31,,,,,,,26,,23,,,,,,,,,,,,,22.29,48.25,6.09,24.25,4.77,0.87,3.45,0.49,2.41,0.43,1.03,0.12,0.78,0.11,7.63,
D208-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,490141,7296320,12,1490141,,65.78820494,-111.215438,,,,,,,,,73.63,0.25,14.91,,1.51,,,0.03,0.48,0.88,4.05,4.12,0.14,,,,,,,,,194,,,107,349,,13,81,,8,8.8,,,,,,,,,26,,23,,,,,,,,,,,,,18.11,41,4.8,18.89,4.08,0.69,2.86,0.43,2.21,0.4,1.03,0.13,0.97,0.11,5.97,
D212-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,484344,7291614,12,1484344,,65.74575325,-111.3415523,,,,,,,,,73.37,0.2,14.94,,1.48,,,0.03,0.52,1.17,4.16,3.97,0.15,,,,,,,,,200,,,149,549,,10,114,,79,7.3,,,,,,,,,13,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
D213-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,482723,7292598,12,1482723,,65.75449827,-111.3770441,,,,,,,,,73.76,0.25,14.32,,1.9,,,0.03,0.51,0.96,3.82,4.26,0.19,,,,,,,,,200,,,111,375,,12,103,,13,8.5,,,,,,,,,27,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
D215-87,Gondor,,,CVB/Yellowknife Supergroup,Bill Davis email ,,,,,,,,,,,,,,,,462000,7270100,12,1462000,,65.54974674,-111.8227771,,,,,,,,,80.17,0.08,11.25,,1.46,,,0.03,0.41,0.83,5.25,0.51,,,,,,,,,,8,,,49,306,,105,257,,,36.9,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D216-87,Contwoyto,,,Contwoyto/undivided,Bill Davis email ,,,,,,,,,,,,,,,,469404,7261381,12,1469404,,65.47344294,-111.6605392,,,,,,,,,75.17,0.12,14.48,,0.95,,,0.02,0.23,0.88,3.79,4.3,0.04,,,,,,,,,191,,,119,291,,22,58,,,13.3,,,,,,,,,16,,18,,,,,,,,,,,,,13.42,26.32,2.99,10.35,2.48,0.2,2.28,0.45,2.85,0.57,1.46,0.2,1.27,0.18,13.47,
D216A-89,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,594000,7253500,12,1594000,,65.38949059,-108.9769012,,,,,,,,,57.38,0.8,16.89,,7.36,,,0.12,4.62,6.88,3.42,2.37,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D217-87,Siege,,,Siege Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,469524,7248189,12,1469524,,65.35509947,-111.6549882,,,,,,,,,72.46,0.1,16.22,,0.93,,,0.03,0.29,2.89,5.45,1.57,0.05,,,,,,,,15.7,39,1.3,,531,712,,3,83,,,1.9,,,,,,,,,11,,16,,,,,,,,,,,,,5.43,11.41,1.28,4.84,0.88,0.17,0.87,0.1,0.5,0.1,0.28,0.04,0.25,0.04,6.11,0.41
D218-87,Concession,,,Concession/Southern Diorite,Bill Davis email ,,,,,,,,,,,,,,,,460866,7258037,12,1460866,,65.44139371,-111.8438273,,,,,,,,,58.99,0.73,17.97,,5.51,,,0.08,3.66,5.56,4.94,2.16,0.39,,,,,,,,42,61,1.1,,1128,911,13,19,235,,145,9.2,,53,,,,26,24,,72,,21,,,,,,,,,,,,,51.09,114.17,14.5,55.73,9.36,2.25,6.27,0.78,3.88,0.73,1.8,0.46,1.64,0.24,7.95,
D218-88,Concession,,,Concession/Pointless Batholith,Bill Davis email ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.41,0.36,14.59,,2.76,,,0.04,1.22,2.41,3.7,4.36,0.15,,,,,,,,,108,,,606,1953,6,23,171,,39,10.2,,12,,,,,,,34,,19,,,,,,,,,,,,,77.11,147.55,17.46,67.26,11.7,1.94,8.21,1.12,6.03,1.04,2.55,0.35,2.3,0.29,19.65,
D219-88,Concession,,,Concession/Pointless Batholith,Bill Davis email ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.25,0.28,14.51,,2.39,,,0.02,0.81,2.26,3.58,3.82,0.09,,,,,,,,,82,,,370,1642,4,10,142,,45,7,,,,,,,,,15,,18,,,,,,,,,,,,,84.36,149.21,15.31,54.06,7.35,1.18,4.36,0.53,2.35,0.37,0.68,0.1,0.48,0.08,42.7,
D221-87,Gondor,,,CVB/Yellowknife Supergroup,Bill Davis email ,,,,,,,,,,,,,,,,462000,7270000,12,1462000,,65.54884964,-111.8227488,,,,,,,,,79.95,0.08,11.55,,1.34,,,0.03,0.7,0.87,4.81,0.67,,,,,,,,,,12,,,40,197,,131,231,,,36.2,,,,,,,,,14,,21,,,,,,,,,,,,,86.4,179.44,23.73,94.88,20.11,2.94,21.21,3.74,23.59,4.93,12.83,1.91,12.84,1.82,9.41,
D222-88,Concession,,,Concession/Keskarrah Batholith,Bill Davis email ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.33,0.4,15.6,,3.3,,,0.06,1.09,3.26,4.68,2.14,0.13,,,,,,,,,66,,,345,409,6,15,176,,52,10.4,,,,,,,,,43,,21,,,,,,,,,,,,,44.21,82.07,9.92,38.43,6.42,1.56,4.55,0.63,3.59,0.68,1.88,0.25,1.81,0.27,6.61,
D224-88,Yamba,,,Yamba/undivided,Bill Davis email ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38,0.32,13.95,,2.2,,,0.05,0.5,1.46,3.3,4.75,0.1,,,,,,,,,178,,,137,993,,16,211,,16,12.4,,,,,,,,,27,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,42,
D226-89,Wishbone,,,CVB/Yellowknife Supergroup,Bill Davis email ,,,,,,,,,,,,,,,,488000,7270100,12,1488000,,65.55175322,-111.2598391,,,,,,,,,77.2,0.22,12.61,,1.13,,,0.07,1.38,1.3,4.37,1.68,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D227-89,Wishbone,,,CVB/Yellowknife Supergroup,Bill Davis email ,,,,,,,,,,,,,,,,485300,7272000,12,1485300,,65.56868844,-111.31851,,,,,,,,,75.82,0.36,12.86,,2.17,,,0.03,0.36,1.96,4.13,2.27,0.03,,,,,,,,,,,,,604,,34,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,47.58,98.2,11.12,38.85,7.14,1,6.56,0.97,6.08,1.26,3.72,0.56,3.62,0.52,,
D231-89,Contwoyto,,,Contwoyto/undivided,Bill Davis email ,,,,,,,,,,,,,,,,501415,7240888,12,1501415,,65.29100961,-110.9696632,,,,,,,,,72.54,0.41,15.06,,1.75,,,0.02,0.58,1.81,4.09,3.66,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D236-89,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,516400,7234400,12,1516400,,65.23125989,-110.6491916,,,,,,,,,67.4,0.51,15.63,,3.69,,,0.06,2.08,3.64,4.09,2.73,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D237-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,502455,7305268,12,1502455,,65.86748604,-110.9461891,,,,,,,,,65.6,0.54,17.25,,3.67,,,0.07,1.81,2.94,5.1,2.88,0.13,,,,,,,,,70,1,,941,798,8,12,211,,88,37.6,,36,,,,7,7,,62,,22,,,,,,,,,,,,,51.3,105.7,13.41,53.18,8.79,1.96,5.62,0.64,2.88,0.5,1.16,0.16,0.96,0.14,5.62,
D238-87,Yamba,,,Yamba/undivided,Bill Davis email ,,,,,,,,,,,,,,,,452505,7269943,12,1452505,,65.54822061,-112.028333,,,,,,,,,74.71,0.16,13.84,,1.45,,,0.05,0.32,1.12,3.45,4.89,0.01,,,,,,,,,198,,,82,619,,18,133,,,15.1,,,,,,,,,17,,15,,,,,,,,,,,,,48.62,75.53,6.75,20.7,3.22,0.34,2.88,0.41,2.54,0.54,1.48,0.23,1.61,0.26,53.4,
D241-88,Contwoyto,,,Contwoyto/undivided,Bill Davis email ,,,,,,,,,,,,,,,,508227,7307988,12,1508227,,65.89293331,-110.8194912,,,,,,,,,72.53,0.32,15.32,,1.77,,,0.04,0.75,1.38,4.92,2.92,0.05,,,,,,,,,112,,,232,613,,6,121,,28,4.9,,6,,,,,,,15,,22,,,,,,,,,,,,,21.67,37.97,4.43,15.86,2.68,0.44,1.92,0.25,1.3,0.22,0.58,0.07,0.51,0.07,7.2,
D242-89,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,513800,7236600,12,1513800,,65.25111822,-110.7045863,,,,,,,,,66.54,0.73,15.95,,3.83,,,0.05,2.33,3.82,4.03,2.49,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D253-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,548000,7238500,12,1548000,,65.26494537,-109.9719035,,,,,,,,,64.41,0.58,16.54,,4.47,,,0.07,2.9,4.58,4.03,2.12,0.31,,,,,,,,,109,,,981,892,13,16,187,,440,6.3,,51,,,,17,,,65,,23,,,,,,,,,,,,,47.07,105.73,13.65,56.39,9.45,2.48,5.54,0.69,3.37,0.57,1.28,0.17,0.94,0.14,3.8,
D254-87,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,458700,7312800,12,1458700,,65.93353113,-111.9076246,,,,,,,,,72.79,0.24,14.84,,1.56,,,0.02,0.5,0.81,3.5,5.64,0.08,,,,,,,,44.7,157,3.4,,142,787,,14,90,,,12.4,,,,,,,,,27,,19,,,,,27,,,,,,,,18.82,39.9,4.68,17.1,3.53,0.53,2.81,0.32,1.48,0.26,0.64,0.08,0.49,0.07,9.9,3.12
D254-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,548100,7239000,12,1548100,,65.26941616,-109.9695871,,,,,,,,,64.94,0.69,16.54,,4.27,,,0.07,2.67,4.44,3.78,2.28,0.3,,,,,,,,,86,,,896,732,13,15,179,,107,5.6,,43,,,,14,,,66,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
D258-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,548585,7237091,12,1548585,,65.25221935,-109.9598736,,,,,,,,,66.81,0.57,16.04,,4.01,,,0.07,2.19,3.23,4.59,2.19,0.29,,,,,,,,,148,,,650,326,7,15,179,,91,10.6,,23,,,,7,,,77,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D260-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,547136,7234496,12,1547136,,65.22915091,-109.9917761,,,,,,,,,69.88,0.38,15.57,,2.9,,,0.06,1.53,2.45,4.75,2.23,0.24,,,,,,,,,134,,,569,688,4,14,157,,167,7.8,,,,,,,18,,46,,21,,,,,,,,,,,,,43.2,87.61,10.73,41.75,7.09,1.38,4.46,0.6,2.69,0.42,0.99,0.13,0.76,0.1,7.73,
D262-87,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,455004,7302548,12,1455004,,65.84106538,-111.9852991,,,,,,,,,69.71,0.44,16.12,,2.09,,,0.02,1.56,3.22,4.45,2.27,0.11,,,,,,,,48.4,42,4.9,,425,,,2,180,,,2.2,,,,,,,,,,,,,,,,11,,,,,,,,21.25,39.22,4.09,14.68,2.07,1.03,1.63,0.15,0.6,0.1,0.21,0.02,0.16,0.03,4.32,1.13
D262A-89,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,594500,7252800,12,1594500,,65.38306946,-108.9666342,,,,,,,,,67.59,0.5,16.1,,4.18,,,0.07,1.87,3.8,3.55,2.22,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D262B-89,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,594500,7252800,12,1594500,,65.38306946,-108.9666342,,,,,,,,,60.27,0.69,17.47,,6.81,,,0.12,2.73,5.76,3.88,2.1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D264B-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,496189,7269671,12,1496189,,65.54810407,-111.0825088,,,,,,,,,58.75,0.95,18.97,,7.35,,,0.16,2.14,4.91,4.36,2.09,0.32,,,,,,,,23.8,54,1.4,,617,626,5,9,281,,63,10.6,,12,,,,,,,91,,19,,,,,5,,,,,,,,24.06,67.9,9.84,45.77,10.3,2.48,9.45,1.4,8.49,1.76,4.81,0.68,4.68,0.68,1.65,0.61
D265-87,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,463800,7301800,12,1463800,,65.8354726,-111.7925074,,,,,,,,,72.71,0.32,15.21,,1.73,,,0.02,0.65,1.27,4.1,3.87,0.12,,,,,,,,,131,,,166,546,4,6,124,,19,6.2,,,,,,,,,33,,22,,,,,,,,,,,,,26.99,55.16,5.96,20.66,3.49,0.24,2.22,0.21,0.93,0.15,0.4,0.06,0.34,0.06,0.15,
D266-87,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,465500,7301000,12,1465500,,65.82848378,-111.7550837,,,,,,,,,70.86,0.32,16.03,,2.14,,,0.03,0.9,1.35,4.26,3.77,0.34,,,,,,,,58.4,92,5.7,,214,795,,9,156,,32,7.2,,8,,,,,,,24,,18,,,,,28,,,,,,,,35.35,71.87,7.85,27.33,4.39,0.35,2.69,0.34,1.78,0.32,0.77,0.12,0.62,0.08,12.26,3.32
D267-87,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,466500,7300300,12,1466500,,65.82231035,-111.7330206,,,,,,,,,71.65,0.32,15.32,,2.47,,,0.02,0.98,1.3,4.18,3.62,0.13,,,,,,,,47.4,103,4.6,,199,692,4,10,181,,38,6.7,,,,,,,,,30,,19,,,,,19,,,,,,,,26.66,54.3,5.71,19.95,3.16,0.57,2.55,0.26,1.26,0.23,0.53,0.07,0.4,0.06,10.45,2.96
D273-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,543500,7237400,12,1543500,,65.25570446,-110.0686191,,,,,,,,,64.5,0.61,16.25,,4.76,,,0.07,2.76,4.05,4.48,2.18,0.35,,,,,,,,,116,,,794,528,13,13,188,,107,6.8,,34,,,,11,,,71,,24,,,,,,,,,,,,,53.39,113.25,13.93,55.61,8.9,2.33,5.9,0.69,3.33,0.55,1.3,0.15,0.98,0.14,4.34,
D277-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,543100,7244200,12,1543100,,65.31676091,-110.0750471,,,,,,,,,65.32,0.57,16.13,,4.34,,,0.08,2.54,4.78,4.5,1.37,0.37,,,,,,,,,46,,,809,632,13,16,178,,104,6.2,,40,,,,8,,,67,,23,,,,,,,,,,,,,70.41,141.87,17.18,65.92,9.92,2.19,5.6,0.66,3.27,0.56,1.36,0.18,1.11,0.15,7.88,
D278-88,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,542900,7244100,12,1542900,,65.31589007,-110.0793699,,,,,,,,,53.59,0.96,13.11,,7.07,,,0.12,10.81,9.84,2.89,1.21,0.39,,,,,,,,,42,,,601,264,35,20,103,,263,5.7,,617,,,,214,10,,75,,19,,,,,,,,,,,,,30.25,81.18,12.15,57.79,11.9,3.36,8.74,1.02,5.1,0.89,2.1,0.25,1.7,0.23,2.7,
D279-89,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,594500,7253200,12,1594500,,65.38665607,-108.9663566,,,,,,,,,64.86,0.68,16.06,,5.13,,,0.08,2.34,4.08,3.46,3.13,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D280-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,542100,7242300,12,1542100,,65.29984583,-110.0970883,,,,,,,,,68.36,0.64,17.46,,,,,0.05,2.39,4.51,4.43,1.84,0.32,,,,,,,,,57,,,952,813,11,13,179,,88,4,,35,,,,10,,,65,,24,,,,,,,,,,,,,38.41,80.18,10.53,43.26,7.09,1.92,4.57,0.51,2.59,0.43,1.06,0.13,0.79,0.13,2.5,
D280-89,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,594600,7253200,12,1594600,,65.38662706,-108.9642062,,,,,,,,,56.85,0.97,17.17,,7.61,,,0.12,4.66,7.32,3.13,1.97,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D281-89,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,594600,7253200,12,1594600,,65.38662706,-108.9642062,,,,,,,,,54.8,1.15,17.41,,9.13,,,0.14,4.24,7.81,3.32,1.68,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D282-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,539600,7241200,12,1539600,,65.29028907,-110.1510155,,,,,,,,,66.44,0.57,16.48,,3.8,,,0.06,2.13,4.18,4.41,1.72,0.2,,,,,,,,,72,,,790,589,,12,166,,41,4.6,,,,,,5,7,,60,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76,
D282-89,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,596000,7253100,12,1596000,,65.38532118,-108.9341724,,,,,,,,,51.75,1.29,14.27,,11.24,,,0.17,7.14,9.45,2.37,2.05,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D292-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,475800,7301000,12,1475800,,65.82828902,-111.5296349,,,,,,,,,69.39,0.49,15.72,,2.62,,,0.04,0.91,2.55,4.72,3.26,0.31,,,,,,,,,65,,,743,1759,,9,190,,44,6.2,,,,,,,,,64,,22,,,,,,,,,,,,,43.63,87.7,10.16,37.7,5.99,1.24,3.87,0.48,2.21,0.4,0.94,0.11,0.79,0.1,6.44,
D295-88,Contwoyto,,,Contwoyto/undivided,Bill Davis email ,,,,,,,,,,,,,,,,518815,7306602,12,1518815,,65.88004984,-110.5873847,,,,,,,,,74.01,0.08,14.82,,0.85,,,0.01,0.28,0.63,4.07,4.84,0.4,,,,,,,,,290,,,87,314,,8,69,,6,4.7,,,,,,,,,32,,26,,,,,,,,,,,,,12.69,26.39,3.44,12.85,2.82,0.35,1.48,0.13,0.41,0.07,0.14,0.02,0.12,0.01,6.22,
D315-87,Contwoyto,,,Contwoyto/sills S of Southern Diorite,Bill Davis email ,,,,,,,,,,,,,,,,492900,7260900,12,1492900,,65.47048951,-111.153263,,,,,,,,,74.36,0.08,14.65,,0.87,,,0.01,0.18,0.55,3.89,4.94,0.47,,,,,,,,,195,,,89,417,,3,43,,,6.2,,,,,,,,,15,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D316-87,Contwoyto,,,Contwoyto/sills S of Southern Diorite,Bill Davis email ,,,,,,,,,,,,,,,,492800,7260900,12,1492800,,65.47048731,-111.1554216,,,,,,,,,75.21,0.04,14.74,,0.72,,,0.13,0.1,0.24,4.76,3.89,0.16,,,,,,,,,283,,,7,23,,12,28,,,12.7,,16,,,,,,,,,23,,,,,,,,,,,,,2.37,5.75,0.72,2.47,0.84,0.01,0.81,0.21,1.47,0.28,0.78,0.13,1.02,0.14,3.39,
